main_team,away_home,team_group,competition,n_matches,avg_goal_fatti,avg_goal_subiti
Southampton,away,1,Premier League,7,0.5714285714285714,1.4285714285714286
Southampton,away,2,Premier League,4,1.0,1.0
Southampton,away,all,Premier League,15,0.6,1.5333333333333334
Southampton,home,0,Premier League,7,1.0,2.4285714285714284
Southampton,home,1,Premier League,4,0.75,1.75
Southampton,home,2,Premier League,5,1.0,1.2
Southampton,home,all,Premier League,16,0.9375,1.875
Spezia,away,0,Serie A,5,0.2,2.4
Spezia,away,1,Serie A,7,0.8571428571428571,1.4285714285714286
Spezia,away,2,Serie A,2,1.0,1.0
Spezia,away,all,Serie A,14,0.6428571428571429,1.7142857142857142
Spezia,home,0,Serie A,6,0.6666666666666666,2.1666666666666665
Spezia,home,1,Serie A,5,1.4,1.4
Spezia,home,2,Serie A,5,1.0,0.8
Spezia,home,all,Serie A,16,1.0,1.5
Stuttgart,away,0,Bundesliga,7,0.7142857142857143,2.4285714285714284
Stuttgart,away,1,Bundesliga,5,1.4,2.0
Stuttgart,away,2,Bundesliga,2,2.0,2.0
Stuttgart,away,all,Bundesliga,14,1.1428571428571428,2.2142857142857144
Stuttgart,home,0,Bundesliga,6,1.0,1.8333333333333333
Stuttgart,home,1,Bundesliga,5,1.2,1.0
Stuttgart,home,2,Bundesliga,3,2.3333333333333335,1.0
Stuttgart,home,all,Bundesliga,14,1.3571428571428572,1.3571428571428572
Torino,away,0,Serie A,6,0.8333333333333334,2.1666666666666665
Torino,away,1,Serie A,6,1.5,1.1666666666666667
Torino,away,2,Serie A,3,1.6666666666666667,0.6666666666666666
Torino,away,all,Serie A,15,1.2666666666666666,1.4666666666666666
Torino,home,0,Serie A,5,0.4,1.4
Torino,home,1,Serie A,4,0.75,0.5
Torino,home,2,Serie A,6,1.1666666666666667,0.8333333333333334
Torino,home,all,Serie A,15,0.8,0.9333333333333333
Tottenham,away,0,Premier League,4,1.0,2.25
Tottenham,away,1,Premier League,6,2.0,1.1666666666666667
Tottenham,away,2,Premier League,5,1.6,1.8
Tottenham,away,all,Premier League,15,1.6,1.6666666666666667
Tottenham,home,0,Premier League,5,0.8,1.4
Tottenham,home,1,Premier League,5,1.6,1.2
Tottenham,home,2,Premier League,6,3.5,1.1666666666666667
Tottenham,home,all,Premier League,16,2.0625,1.25
Udinese,away,0,Serie A,7,0.7142857142857143,2.0
Udinese,away,1,Serie A,5,1.2,1.2
Udinese,away,2,Serie A,4,1.0,0.5
Udinese,away,all,Serie A,16,0.9375,1.375
Udinese,home,0,Serie A,4,3.0,1.0
Udinese,home,1,Serie A,6,1.3333333333333333,1.5
Udinese,home,2,Serie A,4,1.0,1.0
Udinese,home,all,Serie A,14,1.7142857142857142,1.2142857142857142
Union Berlin,away,0,Bundesliga,6,0.6666666666666666,2.8333333333333335
Union Berlin,away,1,Bundesliga,4,1.0,0.5
Union Berlin,away,2,Bundesliga,4,2.5,0.75
Union Berlin,away,all,Bundesliga,14,1.2857142857142858,1.5714285714285714
Union Berlin,home,0,Bundesliga,4,1.75,0.5
Union Berlin,home,1,Bundesliga,6,1.8333333333333333,0.8333333333333334
Union Berlin,home,2,Bundesliga,4,1.75,0.5
Union Berlin,home,all,Bundesliga,14,1.7857142857142858,0.6428571428571429
Valencia,away,0,La Liga,6,0.3333333333333333,1.6666666666666667
Valencia,away,1,La Liga,5,0.8,1.2
Valencia,away,2,La Liga,3,1.0,1.6666666666666667
Valencia,away,all,La Liga,14,0.6428571428571429,1.5
Valencia,home,0,La Liga,5,1.0,0.8
Valencia,home,1,La Liga,6,1.1666666666666667,0.8333333333333334
Valencia,home,2,La Liga,4,2.25,1.5
Valencia,home,all,La Liga,15,1.4,1.0
Valladolid,away,0,La Liga,7,0.5714285714285714,2.7142857142857144
Valladolid,away,1,La Liga,5,0.4,1.8
Valladolid,away,2,La Liga,3,1.3333333333333333,1.3333333333333333
Valladolid,away,all,La Liga,15,0.6666666666666666,2.1333333333333333
Valladolid,home,0,La Liga,5,0.4,1.6
Valladolid,home,1,La Liga,4,1.75,1.25
Valladolid,home,2,La Liga,5,1.2,0.6
Valladolid,home,all,La Liga,14,1.0714285714285714,1.1428571428571428
Vallecano,away,0,La Liga,4,1.0,1.0
Vallecano,away,1,La Liga,5,1.0,1.4
Vallecano,away,2,La Liga,5,1.0,1.2
Vallecano,away,all,La Liga,14,1.0,1.2142857142857142
Vallecano,home,0,La Liga,5,1.0,1.6
Vallecano,home,1,La Liga,5,1.0,1.2
Vallecano,home,2,La Liga,5,2.2,0.6
Vallecano,home,all,La Liga,15,1.4,1.1333333333333333
Verona,away,0,Serie A,5,0.0,1.0
Verona,away,1,Serie A,7,0.7142857142857143,1.4285714285714286
Verona,away,2,Serie A,3,0.6666666666666666,1.6666666666666667
Verona,away,all,Serie A,15,0.4666666666666667,1.3333333333333333
Verona,home,0,Serie A,6,0.8333333333333334,2.1666666666666665
Verona,home,1,Serie A,4,1.0,1.75
Verona,home,2,Serie A,5,1.6,0.6
Verona,home,all,Serie A,15,1.1333333333333333,1.5333333333333334
Villarreal,away,0,La Liga,6,0.8333333333333334,1.3333333333333333
Villarreal,away,1,La Liga,4,2.25,1.25
Villarreal,away,2,La Liga,5,0.8,0.6
Villarreal,away,all,La Liga,15,1.2,1.0666666666666667
Villarreal,home,0,La Liga,4,1.25,0.75
Villarreal,home,1,La Liga,6,0.8333333333333334,1.0
Villarreal,home,2,La Liga,4,2.5,0.75
Villarreal,home,all,La Liga,14,1.4285714285714286,0.8571428571428571
Werder Bremen,away,0,Bundesliga,5,1.0,2.6
Werder Bremen,away,1,Bundesliga,6,1.6666666666666667,2.6666666666666665
Werder Bremen,away,2,Bundesliga,2,2.0,0.0
Werder Bremen,away,all,Bundesliga,13,1.4615384615384615,2.230769230769231
Werder Bremen,home,0,Bundesliga,6,1.3333333333333333,2.5
Werder Bremen,home,1,Bundesliga,5,1.6,1.4
Werder Bremen,home,2,Bundesliga,4,2.0,0.75
Werder Bremen,home,all,Bundesliga,15,1.6,1.6666666666666667
West Ham,away,0,Premier League,6,0.5,1.8333333333333333
West Ham,away,1,Premier League,4,0.5,1.0
West Ham,away,2,Premier League,4,0.75,1.25
West Ham,away,all,Premier League,14,0.5714285714285714,1.4285714285714286
West Ham,home,0,Premier League,6,0.8333333333333334,2.1666666666666665
West Ham,home,1,Premier League,6,1.5,1.0
West Ham,home,2,Premier League,4,1.75,0.5
West Ham,home,all,Premier League,16,1.3125,1.3125
Wolfsburg,away,0,Bundesliga,5,0.6,1.6
Wolfsburg,away,1,Bundesliga,6,1.5,1.0
Wolfsburg,away,2,Bundesliga,3,2.0,0.0
Wolfsburg,away,all,Bundesliga,14,1.2857142857142858,1.0
Wolfsburg,home,0,Bundesliga,7,1.8571428571428572,1.4285714285714286
Wolfsburg,home,1,Bundesliga,4,2.0,2.5
Wolfsburg,home,2,Bundesliga,3,2.3333333333333335,0.6666666666666666
Wolfsburg,home,all,Bundesliga,14,2.0,1.5714285714285714
Wolves,away,0,Premier League,4,0.5,1.75
Wolves,away,1,Premier League,6,0.5,1.5
Wolves,away,2,Premier League,5,1.2,1.4
Wolves,away,all,Premier League,15,0.7333333333333333,1.5333333333333334
Wolves,home,0,Premier League,6,0.6666666666666666,1.6666666666666667
Wolves,home,1,Premier League,5,1.2,0.2
Wolves,home,2,Premier League,5,1.0,1.6
Wolves,home,all,Premier League,16,0.9375,1.1875
