main_team,team_group,competition,away_home,n_matches,team_has_scored,team_has_conceded_goal,team_has_scored_streak_weighted,team_has_conceded_goal_streak_weighted,tot_giornata,team_has_scored_streak_weighted_ratio,team_has_conceded_goal_streak_weighted_ratio,team_has_conceded_goal_ratio,team_has_scored_ratio
Schalke 04,2,Bundesliga,home,2,2,2,28.0,28.0,28.0,1.0,1.0,1.0,1.0
Schalke 04,all,Bundesliga,away,12,6,8,78.0,87.0,153.0,0.5098039215686274,0.5686274509803921,0.6666666666666666,0.5
Schalke 04,all,Bundesliga,home,14,8,11,97.0,146.0,198.0,0.4898989898989899,0.7373737373737373,0.7857142857142857,0.5714285714285714
Sevilla,0,La Liga,away,5,4,5,55.0,76.0,76.0,0.7236842105263158,1.0,1.0,0.8
Sevilla,0,La Liga,home,4,2,4,22.0,33.0,33.0,0.6666666666666666,1.0,1.0,0.5
Sevilla,1,La Liga,away,6,6,4,93.0,56.0,93.0,1.0,0.6021505376344086,0.6666666666666666,1.0
Sevilla,1,La Liga,home,4,3,2,64.0,36.0,76.0,0.8421052631578947,0.47368421052631576,0.5,0.75
Sevilla,2,La Liga,away,3,2,3,8.0,35.0,35.0,0.22857142857142856,1.0,1.0,0.6666666666666666
Sevilla,2,La Liga,home,5,5,4,73.0,54.0,73.0,1.0,0.7397260273972602,0.8,1.0
Sevilla,all,La Liga,away,14,12,12,156.0,167.0,204.0,0.7647058823529411,0.8186274509803921,0.8571428571428571,0.8571428571428571
Sevilla,all,La Liga,home,13,10,10,159.0,123.0,182.0,0.8736263736263736,0.6758241758241759,0.7692307692307693,0.7692307692307693
Sociedad,0,La Liga,away,2,0,1,0.0,28.0,47.0,0.0,0.5957446808510638,0.5,0.0
Sociedad,0,La Liga,home,5,4,4,31.0,35.0,43.0,0.7209302325581395,0.813953488372093,0.8,0.8
Sociedad,1,La Liga,away,6,6,4,75.0,56.0,75.0,1.0,0.7466666666666667,0.6666666666666666,1.0
Sociedad,1,La Liga,home,4,3,1,48.0,23.0,73.0,0.6575342465753424,0.3150684931506849,0.25,0.75
Sociedad,2,La Liga,away,6,4,4,46.0,62.0,81.0,0.5679012345679012,0.7654320987654321,0.6666666666666666,0.6666666666666666
Sociedad,2,La Liga,home,4,3,3,46.0,40.0,67.0,0.6865671641791045,0.5970149253731343,0.75,0.75
Sociedad,all,La Liga,away,14,10,9,121.0,146.0,203.0,0.5960591133004927,0.7192118226600985,0.6428571428571429,0.7142857142857143
Sociedad,all,La Liga,home,13,10,8,125.0,98.0,183.0,0.6830601092896175,0.5355191256830601,0.6153846153846154,0.7692307692307693
Southampton,0,Premier League,away,4,1,3,1.0,19.0,46.0,0.021739130434782608,0.41304347826086957,0.75,0.25
Southampton,0,Premier League,home,6,4,6,73.0,98.0,98.0,0.7448979591836735,1.0,1.0,0.6666666666666666
Southampton,1,Premier League,away,7,3,6,58.0,105.0,129.0,0.4496124031007752,0.813953488372093,0.8571428571428571,0.42857142857142855
Southampton,1,Premier League,home,4,3,4,39.0,46.0,46.0,0.8478260869565217,1.0,1.0,0.75
Southampton,2,Premier League,away,4,3,3,35.0,48.0,60.0,0.5833333333333334,0.8,0.75,0.75
Southampton,2,Premier League,home,4,3,3,37.0,30.0,56.0,0.6607142857142857,0.5357142857142857,0.75,0.75
Southampton,all,Premier League,away,15,7,12,94.0,172.0,235.0,0.4,0.7319148936170212,0.8,0.4666666666666667
Southampton,all,Premier League,home,14,10,13,149.0,174.0,200.0,0.745,0.87,0.9285714285714286,0.7142857142857143
Spezia,0,Serie A,away,5,1,5,13.0,33.0,33.0,0.3939393939393939,1.0,1.0,0.2
Spezia,0,Serie A,home,5,2,5,42.0,105.0,105.0,0.4,1.0,1.0,0.4
Spezia,1,Serie A,away,6,3,5,64.0,102.0,120.0,0.5333333333333333,0.85,0.8333333333333334,0.5
Spezia,1,Serie A,home,5,5,4,35.0,34.0,35.0,1.0,0.9714285714285714,0.8,1.0
Spezia,2,Serie A,away,2,1,2,15.0,26.0,26.0,0.5769230769230769,1.0,1.0,0.5
Spezia,2,Serie A,home,5,3,3,45.0,45.0,87.0,0.5172413793103449,0.5172413793103449,0.6,0.6
Spezia,all,Serie A,away,13,5,12,92.0,161.0,179.0,0.5139664804469274,0.8994413407821229,0.9230769230769231,0.38461538461538464
Spezia,all,Serie A,home,15,10,12,122.0,184.0,227.0,0.5374449339207048,0.8105726872246696,0.8,0.6666666666666666
Stuttgart,0,Bundesliga,away,7,4,7,68.0,120.0,120.0,0.5666666666666667,1.0,1.0,0.5714285714285714
Stuttgart,0,Bundesliga,home,5,3,5,31.0,43.0,43.0,0.7209302325581395,1.0,1.0,0.6
Stuttgart,1,Bundesliga,away,5,4,4,40.0,40.0,44.0,0.9090909090909091,0.9090909090909091,0.8,0.8
Stuttgart,1,Bundesliga,home,5,3,4,49.0,72.0,93.0,0.5268817204301075,0.7741935483870968,0.8,0.6
Stuttgart,2,Bundesliga,away,1,1,1,22.0,22.0,22.0,1.0,1.0,1.0,1.0
Stuttgart,2,Bundesliga,home,3,3,3,29.0,29.0,29.0,1.0,1.0,1.0,1.0
Stuttgart,all,Bundesliga,away,13,9,12,130.0,182.0,186.0,0.6989247311827957,0.978494623655914,0.9230769230769231,0.6923076923076923
Stuttgart,all,Bundesliga,home,13,9,12,109.0,144.0,165.0,0.6606060606060606,0.8727272727272727,0.9230769230769231,0.6923076923076923
Torino,0,Serie A,away,6,4,6,51.0,79.0,79.0,0.6455696202531646,1.0,1.0,0.6666666666666666
Torino,0,Serie A,home,4,1,3,12.0,49.0,51.0,0.23529411764705882,0.9607843137254902,0.75,0.25
Torino,1,Serie A,away,6,6,5,92.0,73.0,92.0,1.0,0.7934782608695652,0.8333333333333334,1.0
Torino,1,Serie A,home,4,3,2,55.0,16.0,62.0,0.8870967741935484,0.25806451612903225,0.5,0.75
Torino,2,Serie A,away,3,3,2,46.0,20.0,46.0,1.0,0.43478260869565216,0.6666666666666666,1.0
Torino,2,Serie A,home,5,4,3,58.0,57.0,76.0,0.7631578947368421,0.75,0.6,0.8
Torino,all,Serie A,away,15,13,13,189.0,172.0,217.0,0.8709677419354839,0.7926267281105991,0.8666666666666667,0.8666666666666667
Torino,all,Serie A,home,13,8,8,125.0,122.0,189.0,0.6613756613756614,0.6455026455026455,0.6153846153846154,0.6153846153846154
Tottenham,0,Premier League,away,4,3,3,26.0,28.0,38.0,0.6842105263157895,0.7368421052631579,0.75,0.75
Tottenham,0,Premier League,home,4,2,3,35.0,51.0,73.0,0.4794520547945205,0.6986301369863014,0.75,0.5
Tottenham,1,Premier League,away,6,5,4,64.0,50.0,90.0,0.7111111111111111,0.5555555555555556,0.6666666666666666,0.8333333333333334
Tottenham,1,Premier League,home,5,5,2,73.0,21.0,73.0,1.0,0.2876712328767123,0.4,1.0
Tottenham,2,Premier League,away,5,5,4,98.0,94.0,98.0,1.0,0.9591836734693877,0.8,1.0
Tottenham,2,Premier League,home,5,5,4,63.0,52.0,63.0,1.0,0.8253968253968254,0.8,1.0
Tottenham,all,Premier League,away,15,13,11,188.0,172.0,226.0,0.831858407079646,0.7610619469026548,0.7333333333333333,0.8666666666666667
Tottenham,all,Premier League,home,14,12,9,171.0,124.0,209.0,0.8181818181818182,0.5933014354066986,0.6428571428571429,0.8571428571428571
Udinese,0,Serie A,away,6,3,4,39.0,56.0,91.0,0.42857142857142855,0.6153846153846154,0.6666666666666666,0.5
Udinese,0,Serie A,home,4,4,3,48.0,43.0,48.0,1.0,0.8958333333333334,0.75,1.0
Udinese,1,Serie A,away,5,3,4,35.0,58.0,84.0,0.4166666666666667,0.6904761904761905,0.8,0.6
Udinese,1,Serie A,home,5,5,4,71.0,67.0,71.0,1.0,0.9436619718309859,0.8,1.0
Udinese,2,Serie A,away,4,3,2,41.0,22.0,53.0,0.7735849056603774,0.41509433962264153,0.5,0.75
Udinese,2,Serie A,home,4,3,3,57.0,57.0,59.0,0.9661016949152542,0.9661016949152542,0.75,0.75
Udinese,all,Serie A,away,15,9,10,115.0,136.0,228.0,0.5043859649122807,0.5964912280701754,0.6666666666666666,0.6
Udinese,all,Serie A,home,13,12,10,176.0,167.0,178.0,0.9887640449438202,0.9382022471910112,0.7692307692307693,0.9230769230769231
Union Berlin,0,Bundesliga,away,5,2,5,35.0,78.0,78.0,0.44871794871794873,1.0,1.0,0.4
Union Berlin,0,Bundesliga,home,4,4,2,43.0,8.0,43.0,1.0,0.18604651162790697,0.5,1.0
Union Berlin,1,Bundesliga,away,4,3,2,47.0,41.0,49.0,0.9591836734693877,0.8367346938775511,0.5,0.75
Union Berlin,1,Bundesliga,home,6,5,4,68.0,61.0,91.0,0.7472527472527473,0.6703296703296703,0.6666666666666666,0.8333333333333334
Union Berlin,2,Bundesliga,away,4,4,2,42.0,15.0,42.0,1.0,0.35714285714285715,0.5,1.0
Union Berlin,2,Bundesliga,home,3,2,1,27.0,1.0,48.0,0.5625,0.020833333333333332,0.3333333333333333,0.6666666666666666
Union Berlin,all,Bundesliga,away,13,9,9,124.0,134.0,169.0,0.7337278106508875,0.7928994082840237,0.6923076923076923,0.6923076923076923
Union Berlin,all,Bundesliga,home,13,11,7,138.0,70.0,182.0,0.7582417582417582,0.38461538461538464,0.5384615384615384,0.8461538461538461
Valencia,0,La Liga,away,6,2,6,28.0,99.0,99.0,0.2828282828282828,1.0,1.0,0.3333333333333333
Valencia,0,La Liga,home,5,3,3,60.0,37.0,75.0,0.8,0.49333333333333335,0.6,0.6
Valencia,1,La Liga,away,4,3,4,23.0,44.0,44.0,0.5227272727272727,1.0,1.0,0.75
Valencia,1,La Liga,home,6,5,3,72.0,55.0,88.0,0.8181818181818182,0.625,0.5,0.8333333333333334
Valencia,2,La Liga,away,3,1,3,7.0,49.0,49.0,0.14285714285714285,1.0,1.0,0.3333333333333333
Valencia,2,La Liga,home,3,3,3,31.0,31.0,31.0,1.0,1.0,1.0,1.0
Valencia,all,La Liga,away,13,6,13,58.0,192.0,192.0,0.3020833333333333,1.0,1.0,0.46153846153846156
Valencia,all,La Liga,home,14,11,9,163.0,123.0,194.0,0.8402061855670103,0.634020618556701,0.6428571428571429,0.7857142857142857
Valladolid,0,La Liga,away,6,2,5,44.0,86.0,107.0,0.411214953271028,0.8037383177570093,0.8333333333333334,0.3333333333333333
Valladolid,0,La Liga,home,5,2,3,38.0,43.0,62.0,0.6129032258064516,0.6935483870967742,0.6,0.4
Valladolid,1,La Liga,away,5,2,5,7.0,59.0,59.0,0.11864406779661017,1.0,1.0,0.4
Valladolid,1,La Liga,home,4,1,3,10.0,33.0,55.0,0.18181818181818182,0.6,0.75,0.25
Valladolid,2,La Liga,away,3,2,3,33.0,42.0,42.0,0.7857142857142857,1.0,1.0,0.6666666666666666
Valladolid,2,La Liga,home,4,4,2,61.0,38.0,61.0,1.0,0.6229508196721312,0.5,1.0
Valladolid,all,La Liga,away,14,6,13,84.0,187.0,208.0,0.40384615384615385,0.8990384615384616,0.9285714285714286,0.42857142857142855
Valladolid,all,La Liga,home,13,7,8,109.0,114.0,178.0,0.6123595505617978,0.6404494382022472,0.6153846153846154,0.5384615384615384
Vallecano,0,La Liga,away,4,3,2,35.0,16.0,36.0,0.9722222222222222,0.4444444444444444,0.5,0.75
Vallecano,0,La Liga,home,4,2,3,29.0,47.0,72.0,0.4027777777777778,0.6527777777777778,0.75,0.5
Vallecano,1,La Liga,away,5,3,4,31.0,69.0,81.0,0.38271604938271603,0.8518518518518519,0.8,0.6
Vallecano,1,La Liga,home,5,3,4,61.0,64.0,78.0,0.782051282051282,0.8205128205128205,0.8,0.6
Vallecano,2,La Liga,away,5,5,3,77.0,58.0,77.0,1.0,0.7532467532467533,0.6,1.0
Vallecano,2,La Liga,home,4,3,2,33.0,12.0,42.0,0.7857142857142857,0.2857142857142857,0.5,0.75
Vallecano,all,La Liga,away,14,11,9,143.0,143.0,194.0,0.7371134020618557,0.7371134020618557,0.6428571428571429,0.7857142857142857
Vallecano,all,La Liga,home,13,8,9,123.0,123.0,192.0,0.640625,0.640625,0.6923076923076923,0.6153846153846154
Verona,0,Serie A,away,4,0,4,0.0,75.0,75.0,0.0,1.0,1.0,0.0
Verona,0,Serie A,home,6,4,6,44.0,61.0,61.0,0.7213114754098361,1.0,1.0,0.6666666666666666
Verona,1,Serie A,away,7,5,7,53.0,73.0,73.0,0.726027397260274,1.0,1.0,0.7142857142857143
Verona,1,Serie A,home,3,2,3,34.0,58.0,58.0,0.5862068965517241,1.0,1.0,0.6666666666666666
Verona,2,Serie A,away,3,2,2,36.0,36.0,61.0,0.5901639344262295,0.5901639344262295,0.6666666666666666,0.6666666666666666
Verona,2,Serie A,home,5,5,2,78.0,20.0,78.0,1.0,0.2564102564102564,0.4,1.0
Verona,all,Serie A,away,14,7,13,89.0,184.0,209.0,0.4258373205741627,0.8803827751196173,0.9285714285714286,0.5
Verona,all,Serie A,home,14,11,11,156.0,139.0,197.0,0.7918781725888325,0.7055837563451777,0.7857142857142857,0.7857142857142857
Villarreal,0,La Liga,away,5,1,4,2.0,35.0,37.0,0.05405405405405406,0.9459459459459459,0.8,0.2
Villarreal,0,La Liga,home,4,3,3,70.0,64.0,92.0,0.7608695652173914,0.6956521739130435,0.75,0.75
Villarreal,1,La Liga,away,4,3,2,67.0,40.0,74.0,0.9054054054054054,0.5405405405405406,0.5,0.75
Villarreal,1,La Liga,home,5,3,3,33.0,38.0,65.0,0.5076923076923077,0.5846153846153846,0.6,0.6
Villarreal,2,La Liga,away,5,4,1,61.0,21.0,64.0,0.953125,0.328125,0.2,0.8
Villarreal,2,La Liga,home,4,4,3,54.0,50.0,54.0,1.0,0.9259259259259259,0.75,1.0
Villarreal,all,La Liga,away,14,8,7,130.0,96.0,175.0,0.7428571428571429,0.5485714285714286,0.5,0.5714285714285714
Villarreal,all,La Liga,home,13,10,9,157.0,152.0,211.0,0.7440758293838863,0.7203791469194313,0.6923076923076923,0.7692307692307693
Werder Bremen,0,Bundesliga,away,5,3,5,24.0,56.0,56.0,0.42857142857142855,1.0,1.0,0.6
Werder Bremen,0,Bundesliga,home,5,4,5,60.0,80.0,80.0,0.75,1.0,1.0,0.8
Werder Bremen,1,Bundesliga,away,5,5,5,74.0,74.0,74.0,1.0,1.0,1.0,1.0
Werder Bremen,1,Bundesliga,home,5,3,5,52.0,68.0,68.0,0.7647058823529411,1.0,1.0,0.6
Werder Bremen,2,Bundesliga,away,2,2,0,24.0,0.0,24.0,1.0,0.0,0.0,1.0
Werder Bremen,2,Bundesliga,home,4,4,2,49.0,15.0,49.0,1.0,0.30612244897959184,0.5,1.0
Werder Bremen,all,Bundesliga,away,12,10,10,122.0,130.0,154.0,0.7922077922077922,0.8441558441558441,0.8333333333333334,0.8333333333333334
Werder Bremen,all,Bundesliga,home,14,11,12,161.0,163.0,197.0,0.817258883248731,0.8274111675126904,0.8571428571428571,0.7857142857142857
West Ham,0,Premier League,away,6,3,5,43.0,103.0,107.0,0.40186915887850466,0.9626168224299065,0.8333333333333334,0.5
West Ham,0,Premier League,home,5,3,5,62.0,66.0,66.0,0.9393939393939394,1.0,1.0,0.6
West Ham,1,Premier League,away,3,1,3,6.0,38.0,38.0,0.15789473684210525,1.0,1.0,0.3333333333333333
West Ham,1,Premier League,home,5,4,4,57.0,66.0,75.0,0.76,0.88,0.8,0.8
West Ham,2,Premier League,away,4,2,4,30.0,40.0,40.0,0.75,1.0,1.0,0.5
West Ham,2,Premier League,home,5,4,1,88.0,16.0,104.0,0.8461538461538461,0.15384615384615385,0.2,0.8
West Ham,all,Premier League,away,13,6,12,79.0,181.0,185.0,0.42702702702702705,0.9783783783783784,0.9230769230769231,0.46153846153846156
West Ham,all,Premier League,home,15,11,10,207.0,148.0,245.0,0.8448979591836735,0.6040816326530613,0.6666666666666666,0.7333333333333333
Wolfsburg,0,Bundesliga,away,5,2,4,17.0,24.0,30.0,0.5666666666666667,0.8,0.8,0.4
Wolfsburg,0,Bundesliga,home,6,5,4,96.0,87.0,117.0,0.8205128205128205,0.7435897435897436,0.6666666666666666,0.8333333333333334
Wolfsburg,1,Bundesliga,away,5,5,3,77.0,42.0,77.0,1.0,0.5454545454545454,0.6,1.0
Wolfsburg,1,Bundesliga,home,4,4,4,42.0,42.0,42.0,1.0,1.0,1.0,1.0
Wolfsburg,2,Bundesliga,away,3,2,0,42.0,0.0,62.0,0.6774193548387096,0.0,0.0,0.6666666666666666
Wolfsburg,2,Bundesliga,home,3,2,1,20.0,8.0,23.0,0.8695652173913043,0.34782608695652173,0.3333333333333333,0.6666666666666666
Wolfsburg,all,Bundesliga,away,13,9,7,136.0,66.0,169.0,0.8047337278106509,0.3905325443786982,0.5384615384615384,0.6923076923076923
Wolfsburg,all,Bundesliga,home,13,11,9,158.0,137.0,182.0,0.8681318681318682,0.7527472527472527,0.6923076923076923,0.8461538461538461
Wolves,0,Premier League,away,4,2,4,46.0,70.0,70.0,0.6571428571428571,1.0,1.0,0.5
Wolves,0,Premier League,home,6,3,5,45.0,61.0,87.0,0.5172413793103449,0.7011494252873564,0.8333333333333334,0.5
Wolves,1,Premier League,away,6,3,6,51.0,77.0,77.0,0.6623376623376623,1.0,1.0,0.5
Wolves,1,Premier League,home,3,2,0,42.0,0.0,44.0,0.9545454545454546,0.0,0.0,0.6666666666666666
Wolves,2,Premier League,away,5,4,4,70.0,70.0,75.0,0.9333333333333333,0.9333333333333333,0.8,0.8
Wolves,2,Premier League,home,5,3,3,45.0,65.0,82.0,0.5487804878048781,0.7926829268292683,0.6,0.6
Wolves,all,Premier League,away,15,9,14,167.0,217.0,222.0,0.7522522522522522,0.9774774774774775,0.9333333333333333,0.6
Wolves,all,Premier League,home,14,8,8,132.0,126.0,213.0,0.6197183098591549,0.5915492957746479,0.5714285714285714,0.5714285714285714
