main_team,team_group,competition,away_home,n_matches,avg_win,avg_draw,avg_loss,win_streak_weighted,draw_streak_weighted,loss_streak_weighted,tot_giornata,win_streak_weighted_ratio,draw_streak_weighted_ratio,loss_streak_weighted_ratio
Elche,all,La Liga,away,14,0.07142857142857142,0.21428571428571427,0.7142857142857143,25.0,37.0,143.0,205.0,0.12195121951219512,0.18048780487804877,0.697560975609756
Elche,all,La Liga,home,14,0.07142857142857142,0.2857142857142857,0.6428571428571429,21.0,54.0,135.0,210.0,0.1,0.2571428571428571,0.6428571428571429
Empoli,0,Serie A,away,7,0.14285714285714285,0.2857142857142857,0.5714285714285714,19.0,46.0,73.0,138.0,0.13768115942028986,0.3333333333333333,0.5289855072463768
Empoli,0,Serie A,home,4,0.0,0.0,1.0,0.0,0.0,50.0,50.0,0.0,0.0,1.0
Empoli,1,Serie A,away,5,0.2,0.6,0.2,7.0,48.0,25.0,80.0,0.0875,0.6,0.3125
Empoli,1,Serie A,home,5,0.4,0.4,0.2,23.0,22.0,26.0,71.0,0.323943661971831,0.30985915492957744,0.36619718309859156
Empoli,2,Serie A,away,3,0.0,0.6666666666666666,0.3333333333333333,0.0,8.0,1.0,9.0,0.0,0.8888888888888888,0.1111111111111111
Empoli,2,Serie A,home,5,0.6,0.4,0.0,61.0,26.0,0.0,87.0,0.7011494252873564,0.2988505747126437,0.0
Empoli,all,Serie A,away,15,0.13333333333333333,0.4666666666666667,0.4,26.0,102.0,99.0,227.0,0.1145374449339207,0.44933920704845814,0.43612334801762115
Empoli,all,Serie A,home,14,0.35714285714285715,0.2857142857142857,0.35714285714285715,84.0,48.0,76.0,208.0,0.40384615384615385,0.23076923076923078,0.36538461538461536
Espanol,0,La Liga,away,5,0.2,0.4,0.4,4.0,28.0,32.0,64.0,0.0625,0.4375,0.5
Espanol,0,La Liga,home,5,0.2,0.0,0.8,18.0,0.0,68.0,86.0,0.20930232558139536,0.0,0.7906976744186046
Espanol,1,La Liga,away,5,0.0,0.6,0.4,0.0,21.0,38.0,59.0,0.0,0.3559322033898305,0.6440677966101694
Espanol,1,La Liga,home,6,0.16666666666666666,0.3333333333333333,0.5,24.0,37.0,34.0,95.0,0.25263157894736843,0.3894736842105263,0.35789473684210527
Espanol,2,La Liga,away,4,0.5,0.0,0.5,40.0,0.0,44.0,84.0,0.47619047619047616,0.0,0.5238095238095238
Espanol,2,La Liga,home,3,0.3333333333333333,0.6666666666666666,0.0,9.0,18.0,0.0,27.0,0.3333333333333333,0.6666666666666666,0.0
Espanol,all,La Liga,away,14,0.21428571428571427,0.35714285714285715,0.42857142857142855,44.0,49.0,114.0,207.0,0.21256038647342995,0.23671497584541062,0.5507246376811594
Espanol,all,La Liga,home,14,0.21428571428571427,0.2857142857142857,0.5,51.0,55.0,102.0,208.0,0.24519230769230768,0.2644230769230769,0.49038461538461536
Everton,0,Premier League,away,6,0.0,0.16666666666666666,0.8333333333333334,0.0,18.0,63.0,81.0,0.0,0.2222222222222222,0.7777777777777778
Everton,0,Premier League,home,5,0.2,0.2,0.6,22.0,29.0,54.0,105.0,0.20952380952380953,0.2761904761904762,0.5142857142857142
Everton,1,Premier League,away,5,0.0,0.6,0.4,0.0,46.0,44.0,90.0,0.0,0.5111111111111111,0.4888888888888889
Everton,1,Premier League,home,6,0.5,0.16666666666666666,0.3333333333333333,48.0,6.0,18.0,72.0,0.6666666666666666,0.08333333333333333,0.25
Everton,2,Premier League,away,4,0.25,0.5,0.25,9.0,31.0,16.0,56.0,0.16071428571428573,0.5535714285714286,0.2857142857142857
Everton,2,Premier League,home,4,0.25,0.25,0.5,24.0,3.0,35.0,62.0,0.3870967741935484,0.04838709677419355,0.5645161290322581
Everton,all,Premier League,away,15,0.06666666666666667,0.4,0.5333333333333333,9.0,95.0,123.0,227.0,0.039647577092511016,0.4185022026431718,0.5418502202643172
Everton,all,Premier League,home,15,0.3333333333333333,0.2,0.4666666666666667,94.0,38.0,107.0,239.0,0.39330543933054396,0.1589958158995816,0.4476987447698745
FC Koln,0,Bundesliga,away,6,0.0,0.6666666666666666,0.3333333333333333,0.0,45.0,38.0,83.0,0.0,0.5421686746987951,0.4578313253012048
FC Koln,0,Bundesliga,home,5,0.4,0.2,0.4,28.0,19.0,20.0,67.0,0.417910447761194,0.2835820895522388,0.29850746268656714
FC Koln,1,Bundesliga,away,4,0.5,0.0,0.5,32.0,0.0,20.0,52.0,0.6153846153846154,0.0,0.38461538461538464
FC Koln,1,Bundesliga,home,5,0.4,0.4,0.2,26.0,38.0,22.0,86.0,0.3023255813953488,0.4418604651162791,0.2558139534883721
FC Koln,2,Bundesliga,away,4,0.0,0.5,0.5,0.0,25.0,36.0,61.0,0.0,0.4098360655737705,0.5901639344262295
FC Koln,2,Bundesliga,home,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,4.0,24.0,29.0,0.034482758620689655,0.13793103448275862,0.8275862068965517
FC Koln,all,Bundesliga,away,14,0.14285714285714285,0.42857142857142855,0.42857142857142855,32.0,70.0,94.0,196.0,0.16326530612244897,0.35714285714285715,0.47959183673469385
FC Koln,all,Bundesliga,home,13,0.38461538461538464,0.3076923076923077,0.3076923076923077,55.0,61.0,66.0,182.0,0.3021978021978022,0.33516483516483514,0.3626373626373626
Fiorentina,0,Serie A,away,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,28.0,20.0,63.0,111.0,0.25225225225225223,0.18018018018018017,0.5675675675675675
Fiorentina,0,Serie A,home,5,0.2,0.4,0.4,25.0,8.0,20.0,53.0,0.4716981132075472,0.1509433962264151,0.37735849056603776
Fiorentina,1,Serie A,away,3,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,10.0,12.0,0.0,0.16666666666666666,0.8333333333333334
Fiorentina,1,Serie A,home,5,0.2,0.4,0.4,17.0,39.0,40.0,96.0,0.17708333333333334,0.40625,0.4166666666666667
Fiorentina,2,Serie A,away,5,0.8,0.2,0.0,75.0,10.0,0.0,85.0,0.8823529411764706,0.11764705882352941,0.0
Fiorentina,2,Serie A,home,5,0.8,0.2,0.0,49.0,29.0,0.0,78.0,0.6282051282051282,0.3717948717948718,0.0
Fiorentina,all,Serie A,away,14,0.35714285714285715,0.21428571428571427,0.42857142857142855,103.0,32.0,73.0,208.0,0.4951923076923077,0.15384615384615385,0.35096153846153844
Fiorentina,all,Serie A,home,15,0.4,0.3333333333333333,0.26666666666666666,91.0,76.0,60.0,227.0,0.4008810572687225,0.33480176211453744,0.2643171806167401
Freiburg,0,Bundesliga,away,4,0.25,0.0,0.75,5.0,0.0,43.0,48.0,0.10416666666666667,0.0,0.8958333333333334
Freiburg,0,Bundesliga,home,5,0.2,0.4,0.4,15.0,39.0,29.0,83.0,0.18072289156626506,0.46987951807228917,0.3493975903614458
Freiburg,1,Bundesliga,away,5,0.2,0.6,0.2,1.0,55.0,16.0,72.0,0.013888888888888888,0.7638888888888888,0.2222222222222222
Freiburg,1,Bundesliga,home,6,0.8333333333333334,0.16666666666666666,0.0,74.0,6.0,0.0,80.0,0.925,0.075,0.0
Freiburg,2,Bundesliga,away,4,0.75,0.25,0.0,36.0,9.0,0.0,45.0,0.8,0.2,0.0
Freiburg,2,Bundesliga,home,3,0.6666666666666666,0.3333333333333333,0.0,24.0,26.0,0.0,50.0,0.48,0.52,0.0
Freiburg,all,Bundesliga,away,13,0.38461538461538464,0.3076923076923077,0.3076923076923077,42.0,64.0,59.0,165.0,0.2545454545454545,0.3878787878787879,0.3575757575757576
Freiburg,all,Bundesliga,home,14,0.5714285714285714,0.2857142857142857,0.14285714285714285,113.0,71.0,29.0,213.0,0.5305164319248826,0.3333333333333333,0.13615023474178403
Fulham,0,Premier League,away,5,0.2,0.0,0.8,24.0,0.0,45.0,69.0,0.34782608695652173,0.0,0.6521739130434783
Fulham,0,Premier League,home,6,0.3333333333333333,0.0,0.6666666666666666,17.0,0.0,73.0,90.0,0.18888888888888888,0.0,0.8111111111111111
Fulham,1,Premier League,away,5,0.2,0.4,0.4,17.0,24.0,36.0,77.0,0.22077922077922077,0.3116883116883117,0.4675324675324675
Fulham,1,Premier League,home,5,0.4,0.4,0.2,10.0,26.0,31.0,67.0,0.14925373134328357,0.3880597014925373,0.4626865671641791
Fulham,2,Premier League,away,4,0.75,0.0,0.25,40.0,0.0,29.0,69.0,0.5797101449275363,0.0,0.42028985507246375
Fulham,2,Premier League,home,4,0.5,0.5,0.0,41.0,25.0,0.0,66.0,0.6212121212121212,0.3787878787878788,0.0
Fulham,all,Premier League,away,14,0.35714285714285715,0.14285714285714285,0.5,81.0,24.0,110.0,215.0,0.3767441860465116,0.11162790697674418,0.5116279069767442
Fulham,all,Premier League,home,15,0.4,0.26666666666666666,0.3333333333333333,68.0,51.0,104.0,223.0,0.30493273542600896,0.22869955156950672,0.4663677130044843
Getafe,0,La Liga,away,5,0.0,0.4,0.6,0.0,49.0,71.0,120.0,0.0,0.4083333333333333,0.5916666666666667
Getafe,0,La Liga,home,6,0.16666666666666666,0.3333333333333333,0.5,5.0,13.0,28.0,46.0,0.10869565217391304,0.2826086956521739,0.6086956521739131
Getafe,1,La Liga,away,6,0.16666666666666666,0.5,0.3333333333333333,6.0,46.0,18.0,70.0,0.08571428571428572,0.6571428571428571,0.2571428571428571
Getafe,1,La Liga,home,5,0.6,0.4,0.0,67.0,35.0,0.0,102.0,0.6568627450980392,0.3431372549019608,0.0
Getafe,2,La Liga,away,3,0.3333333333333333,0.0,0.6666666666666666,12.0,0.0,18.0,30.0,0.4,0.0,0.6
Getafe,2,La Liga,home,3,0.3333333333333333,0.0,0.6666666666666666,23.0,0.0,24.0,47.0,0.48936170212765956,0.0,0.5106382978723404
Getafe,all,La Liga,away,14,0.14285714285714285,0.35714285714285715,0.5,18.0,95.0,107.0,220.0,0.08181818181818182,0.4318181818181818,0.4863636363636364
Getafe,all,La Liga,home,14,0.35714285714285715,0.2857142857142857,0.35714285714285715,95.0,48.0,52.0,195.0,0.48717948717948717,0.24615384615384617,0.26666666666666666
Girona,0,La Liga,away,6,0.16666666666666666,0.3333333333333333,0.5,24.0,41.0,32.0,97.0,0.24742268041237114,0.422680412371134,0.32989690721649484
Girona,0,La Liga,home,4,0.25,0.0,0.75,13.0,0.0,52.0,65.0,0.2,0.0,0.8
Girona,1,La Liga,away,3,0.0,0.6666666666666666,0.3333333333333333,0.0,31.0,22.0,53.0,0.0,0.5849056603773585,0.41509433962264153
Girona,1,La Liga,home,5,0.2,0.6,0.2,17.0,35.0,3.0,55.0,0.3090909090909091,0.6363636363636364,0.05454545454545454
Girona,2,La Liga,away,5,0.2,0.2,0.6,14.0,16.0,36.0,66.0,0.21212121212121213,0.24242424242424243,0.5454545454545454
Girona,2,La Liga,home,5,1.0,0.0,0.0,79.0,0.0,0.0,79.0,1.0,0.0,0.0
Girona,all,La Liga,away,14,0.14285714285714285,0.35714285714285715,0.5,38.0,88.0,90.0,216.0,0.17592592592592593,0.4074074074074074,0.4166666666666667
Girona,all,La Liga,home,14,0.5,0.21428571428571427,0.2857142857142857,109.0,35.0,55.0,199.0,0.5477386934673367,0.17587939698492464,0.27638190954773867
Hertha,0,Bundesliga,away,6,0.0,0.16666666666666666,0.8333333333333334,0.0,26.0,74.0,100.0,0.0,0.26,0.74
Hertha,0,Bundesliga,home,7,0.0,0.42857142857142855,0.5714285714285714,0.0,17.0,62.0,79.0,0.0,0.21518987341772153,0.7848101265822784
Hertha,1,Bundesliga,away,5,0.2,0.2,0.6,5.0,7.0,40.0,52.0,0.09615384615384616,0.1346153846153846,0.7692307692307693
Hertha,1,Bundesliga,home,6,0.5,0.3333333333333333,0.16666666666666666,57.0,32.0,17.0,106.0,0.5377358490566038,0.3018867924528302,0.16037735849056603
Hertha,2,Bundesliga,away,2,0.0,0.0,1.0,0.0,0.0,30.0,30.0,0.0,0.0,1.0
Hertha,2,Bundesliga,home,1,1.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,0.0,0.0
Hertha,all,Bundesliga,away,13,0.07692307692307693,0.15384615384615385,0.7692307692307693,5.0,33.0,144.0,182.0,0.027472527472527472,0.1813186813186813,0.7912087912087912
Hertha,all,Bundesliga,home,14,0.2857142857142857,0.35714285714285715,0.35714285714285715,68.0,49.0,79.0,196.0,0.3469387755102041,0.25,0.4030612244897959
Hoffenheim,0,Bundesliga,away,5,0.2,0.0,0.8,3.0,0.0,59.0,62.0,0.04838709677419355,0.0,0.9516129032258065
Hoffenheim,0,Bundesliga,home,5,0.0,0.2,0.8,0.0,7.0,66.0,73.0,0.0,0.0958904109589041,0.9041095890410958
Hoffenheim,1,Bundesliga,away,5,0.2,0.2,0.6,26.0,12.0,45.0,83.0,0.3132530120481928,0.14457831325301204,0.5421686746987951
Hoffenheim,1,Bundesliga,home,5,0.4,0.0,0.6,10.0,0.0,42.0,52.0,0.19230769230769232,0.0,0.8076923076923077
Hoffenheim,2,Bundesliga,away,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,8.0,19.0,37.0,0.2702702702702703,0.21621621621621623,0.5135135135135135
Hoffenheim,2,Bundesliga,home,4,0.75,0.25,0.0,54.0,17.0,0.0,71.0,0.7605633802816901,0.23943661971830985,0.0
Hoffenheim,all,Bundesliga,away,13,0.23076923076923078,0.15384615384615385,0.6153846153846154,39.0,20.0,123.0,182.0,0.21428571428571427,0.10989010989010989,0.6758241758241759
Hoffenheim,all,Bundesliga,home,14,0.35714285714285715,0.14285714285714285,0.5,64.0,24.0,108.0,196.0,0.32653061224489793,0.12244897959183673,0.5510204081632653
Inter,0,Serie A,away,4,0.25,0.0,0.75,15.0,0.0,21.0,36.0,0.4166666666666667,0.0,0.5833333333333334
Inter,0,Serie A,home,4,0.5,0.0,0.5,37.0,0.0,35.0,72.0,0.5138888888888888,0.0,0.4861111111111111
Inter,1,Serie A,away,5,0.4,0.2,0.4,20.0,17.0,31.0,68.0,0.29411764705882354,0.25,0.45588235294117646
Inter,1,Serie A,home,5,0.6,0.0,0.4,43.0,0.0,47.0,90.0,0.4777777777777778,0.0,0.5222222222222223
Inter,2,Serie A,away,5,0.4,0.4,0.2,21.0,51.0,26.0,98.0,0.21428571428571427,0.5204081632653061,0.2653061224489796
Inter,2,Serie A,home,6,1.0,0.0,0.0,71.0,0.0,0.0,71.0,1.0,0.0,0.0
Inter,all,Serie A,away,14,0.35714285714285715,0.21428571428571427,0.42857142857142855,56.0,68.0,78.0,202.0,0.27722772277227725,0.33663366336633666,0.38613861386138615
Inter,all,Serie A,home,15,0.7333333333333333,0.0,0.26666666666666666,151.0,0.0,82.0,233.0,0.648068669527897,0.0,0.351931330472103
Juventus,0,Serie A,away,5,0.2,0.0,0.8,27.0,0.0,81.0,108.0,0.25,0.0,0.75
Juventus,0,Serie A,home,4,0.5,0.5,0.0,28.0,22.0,0.0,50.0,0.56,0.44,0.0
Juventus,1,Serie A,away,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,5.0,7.0,22.0,0.45454545454545453,0.22727272727272727,0.3181818181818182
Juventus,1,Serie A,home,7,0.8571428571428571,0.0,0.14285714285714285,83.0,0.0,20.0,103.0,0.8058252427184466,0.0,0.1941747572815534
Juventus,2,Serie A,away,6,0.8333333333333334,0.16666666666666666,0.0,86.0,2.0,0.0,88.0,0.9772727272727273,0.022727272727272728,0.0
Juventus,2,Serie A,home,4,0.75,0.25,0.0,58.0,6.0,0.0,64.0,0.90625,0.09375,0.0
Juventus,all,Serie A,away,14,0.5,0.14285714285714285,0.35714285714285715,123.0,7.0,88.0,218.0,0.5642201834862385,0.03211009174311927,0.4036697247706422
Juventus,all,Serie A,home,15,0.7333333333333333,0.2,0.06666666666666667,169.0,28.0,20.0,217.0,0.7788018433179723,0.12903225806451613,0.09216589861751152
Lazio,0,Serie A,away,4,0.75,0.0,0.25,49.0,0.0,15.0,64.0,0.765625,0.0,0.234375
Lazio,0,Serie A,home,6,0.6666666666666666,0.0,0.3333333333333333,78.0,0.0,27.0,105.0,0.7428571428571429,0.0,0.2571428571428571
Lazio,1,Serie A,away,5,0.6,0.4,0.0,55.0,28.0,0.0,83.0,0.6626506024096386,0.3373493975903614,0.0
Lazio,1,Serie A,home,5,0.4,0.6,0.0,15.0,47.0,0.0,62.0,0.24193548387096775,0.7580645161290323,0.0
Lazio,2,Serie A,away,5,0.4,0.4,0.2,30.0,25.0,16.0,71.0,0.4225352112676056,0.352112676056338,0.22535211267605634
Lazio,2,Serie A,home,4,0.75,0.0,0.25,38.0,0.0,12.0,50.0,0.76,0.0,0.24
Lazio,all,Serie A,away,14,0.5714285714285714,0.2857142857142857,0.14285714285714285,134.0,53.0,31.0,218.0,0.6146788990825688,0.24311926605504589,0.14220183486238533
Lazio,all,Serie A,home,15,0.6,0.2,0.2,131.0,47.0,39.0,217.0,0.6036866359447005,0.21658986175115208,0.17972350230414746
Lecce,0,Serie A,away,4,0.25,0.25,0.5,23.0,4.0,34.0,61.0,0.3770491803278688,0.06557377049180328,0.5573770491803278
Lecce,0,Serie A,home,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,30.0,40.0,42.0,112.0,0.26785714285714285,0.35714285714285715,0.375
Lecce,1,Serie A,away,6,0.0,0.16666666666666666,0.8333333333333334,0.0,13.0,73.0,86.0,0.0,0.1511627906976744,0.8488372093023255
Lecce,1,Serie A,home,5,0.0,0.6,0.4,0.0,19.0,50.0,69.0,0.0,0.2753623188405797,0.7246376811594203
Lecce,2,Serie A,away,5,0.6,0.2,0.2,43.0,17.0,19.0,79.0,0.5443037974683544,0.21518987341772153,0.24050632911392406
Lecce,2,Serie A,home,2,0.0,0.5,0.5,0.0,8.0,20.0,28.0,0.0,0.2857142857142857,0.7142857142857143
Lecce,all,Serie A,away,15,0.26666666666666666,0.2,0.5333333333333333,66.0,34.0,126.0,226.0,0.2920353982300885,0.1504424778761062,0.5575221238938053
Lecce,all,Serie A,home,14,0.14285714285714285,0.42857142857142855,0.42857142857142855,30.0,67.0,112.0,209.0,0.14354066985645933,0.32057416267942584,0.5358851674641149
Leeds,0,Premier League,away,6,0.0,0.3333333333333333,0.6666666666666666,0.0,26.0,69.0,95.0,0.0,0.2736842105263158,0.7263157894736842
Leeds,0,Premier League,home,5,0.0,0.4,0.6,0.0,36.0,51.0,87.0,0.0,0.41379310344827586,0.5862068965517241
Leeds,1,Premier League,away,5,0.4,0.0,0.6,42.0,0.0,42.0,84.0,0.5,0.0,0.5
Leeds,1,Premier League,home,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,40.0,44.0,88.0,0.045454545454545456,0.45454545454545453,0.5
Leeds,2,Premier League,away,4,0.0,0.25,0.75,0.0,2.0,58.0,60.0,0.0,0.03333333333333333,0.9666666666666667
Leeds,2,Premier League,home,4,0.75,0.25,0.0,47.0,5.0,0.0,52.0,0.9038461538461539,0.09615384615384616,0.0
Leeds,all,Premier League,away,15,0.13333333333333333,0.2,0.6666666666666666,42.0,28.0,169.0,239.0,0.17573221757322174,0.11715481171548117,0.7071129707112971
Leeds,all,Premier League,home,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,51.0,81.0,95.0,227.0,0.22466960352422907,0.3568281938325991,0.4185022026431718
Leicester,0,Premier League,away,5,0.2,0.0,0.8,22.0,0.0,40.0,62.0,0.3548387096774194,0.0,0.6451612903225806
Leicester,0,Premier League,home,7,0.14285714285714285,0.14285714285714285,0.7142857142857143,23.0,21.0,68.0,112.0,0.20535714285714285,0.1875,0.6071428571428571
Leicester,1,Premier League,away,6,0.3333333333333333,0.16666666666666666,0.5,29.0,28.0,51.0,108.0,0.26851851851851855,0.25925925925925924,0.4722222222222222
Leicester,1,Premier League,home,4,0.0,0.5,0.5,0.0,12.0,46.0,58.0,0.0,0.20689655172413793,0.7931034482758621
Leicester,2,Premier League,away,4,0.25,0.0,0.75,15.0,0.0,56.0,71.0,0.2112676056338028,0.0,0.7887323943661971
Leicester,2,Premier League,home,4,0.5,0.0,0.5,21.0,0.0,34.0,55.0,0.38181818181818183,0.0,0.6181818181818182
Leicester,all,Premier League,away,15,0.26666666666666666,0.06666666666666667,0.6666666666666666,66.0,28.0,147.0,241.0,0.27385892116182575,0.11618257261410789,0.6099585062240664
Leicester,all,Premier League,home,15,0.2,0.2,0.6,44.0,33.0,148.0,225.0,0.19555555555555557,0.14666666666666667,0.6577777777777778
Leverkusen,0,Bundesliga,away,5,0.0,0.2,0.8,0.0,22.0,31.0,53.0,0.0,0.41509433962264153,0.5849056603773585
Leverkusen,0,Bundesliga,home,5,0.6,0.0,0.4,65.0,0.0,23.0,88.0,0.7386363636363636,0.0,0.26136363636363635
Leverkusen,1,Bundesliga,away,6,0.8333333333333334,0.0,0.16666666666666666,78.0,0.0,19.0,97.0,0.8041237113402062,0.0,0.1958762886597938
Leverkusen,1,Bundesliga,home,5,0.0,0.4,0.6,0.0,18.0,26.0,44.0,0.0,0.4090909090909091,0.5909090909090909
Leverkusen,2,Bundesliga,away,2,0.5,0.5,0.0,26.0,6.0,0.0,32.0,0.8125,0.1875,0.0
Leverkusen,2,Bundesliga,home,4,1.0,0.0,0.0,64.0,0.0,0.0,64.0,1.0,0.0,0.0
Leverkusen,all,Bundesliga,away,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,104.0,28.0,50.0,182.0,0.5714285714285714,0.15384615384615385,0.27472527472527475
Leverkusen,all,Bundesliga,home,14,0.5,0.14285714285714285,0.35714285714285715,129.0,18.0,49.0,196.0,0.6581632653061225,0.09183673469387756,0.25
Liverpool,0,Premier League,away,7,0.42857142857142855,0.0,0.5714285714285714,56.0,0.0,62.0,118.0,0.4745762711864407,0.0,0.5254237288135594
Liverpool,0,Premier League,home,5,0.6,0.4,0.0,42.0,40.0,0.0,82.0,0.5121951219512195,0.4878048780487805,0.0
Liverpool,1,Premier League,away,5,0.0,0.6,0.4,0.0,58.0,41.0,99.0,0.0,0.5858585858585859,0.41414141414141414
Liverpool,1,Premier League,home,4,0.5,0.5,0.0,19.0,23.0,0.0,42.0,0.4523809523809524,0.5476190476190477,0.0
Liverpool,2,Premier League,away,3,0.0,0.3333333333333333,0.6666666666666666,0.0,6.0,40.0,46.0,0.0,0.13043478260869565,0.8695652173913043
Liverpool,2,Premier League,home,5,0.8,0.0,0.2,61.0,0.0,14.0,75.0,0.8133333333333334,0.0,0.18666666666666668
Liverpool,all,Premier League,away,15,0.2,0.26666666666666666,0.5333333333333333,56.0,64.0,143.0,263.0,0.21292775665399238,0.24334600760456274,0.5437262357414449
Liverpool,all,Premier League,home,14,0.6428571428571429,0.2857142857142857,0.07142857142857142,122.0,63.0,14.0,199.0,0.6130653266331658,0.3165829145728643,0.07035175879396985
M'gladbach,0,Bundesliga,away,4,0.0,0.5,0.5,0.0,10.0,36.0,46.0,0.0,0.21739130434782608,0.782608695652174
M'gladbach,0,Bundesliga,home,6,0.5,0.16666666666666666,0.3333333333333333,43.0,23.0,27.0,93.0,0.46236559139784944,0.24731182795698925,0.2903225806451613
M'gladbach,1,Bundesliga,away,6,0.16666666666666666,0.3333333333333333,0.5,18.0,36.0,47.0,101.0,0.1782178217821782,0.3564356435643564,0.46534653465346537
M'gladbach,1,Bundesliga,home,5,0.6,0.2,0.2,37.0,25.0,5.0,67.0,0.5522388059701493,0.373134328358209,0.07462686567164178
M'gladbach,2,Bundesliga,away,3,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,34.0,36.0,0.0,0.05555555555555555,0.9444444444444444
M'gladbach,2,Bundesliga,home,3,0.6666666666666666,0.3333333333333333,0.0,16.0,19.0,0.0,35.0,0.45714285714285713,0.5428571428571428,0.0
M'gladbach,all,Bundesliga,away,13,0.07692307692307693,0.38461538461538464,0.5384615384615384,18.0,48.0,117.0,183.0,0.09836065573770492,0.26229508196721313,0.639344262295082
M'gladbach,all,Bundesliga,home,14,0.5714285714285714,0.21428571428571427,0.21428571428571427,96.0,67.0,32.0,195.0,0.49230769230769234,0.3435897435897436,0.1641025641025641
Mainz,0,Bundesliga,away,5,0.4,0.0,0.6,47.0,0.0,39.0,86.0,0.5465116279069767,0.0,0.45348837209302323
Mainz,0,Bundesliga,home,6,0.0,0.6666666666666666,0.3333333333333333,0.0,51.0,21.0,72.0,0.0,0.7083333333333334,0.2916666666666667
Mainz,1,Bundesliga,away,4,0.75,0.0,0.25,18.0,0.0,6.0,24.0,0.75,0.0,0.25
Mainz,1,Bundesliga,home,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,76.0,27.0,13.0,116.0,0.6551724137931034,0.23275862068965517,0.11206896551724138
Mainz,2,Bundesliga,away,4,0.25,0.5,0.25,1.0,40.0,14.0,55.0,0.01818181818181818,0.7272727272727273,0.2545454545454545
Mainz,2,Bundesliga,home,2,0.5,0.5,0.0,18.0,7.0,0.0,25.0,0.72,0.28,0.0
Mainz,all,Bundesliga,away,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,66.0,40.0,59.0,165.0,0.4,0.24242424242424243,0.3575757575757576
Mainz,all,Bundesliga,home,14,0.35714285714285715,0.42857142857142855,0.21428571428571427,94.0,85.0,34.0,213.0,0.4413145539906103,0.39906103286384975,0.1596244131455399
Mallorca,0,La Liga,away,5,0.2,0.2,0.6,13.0,1.0,42.0,56.0,0.23214285714285715,0.017857142857142856,0.75
Mallorca,0,La Liga,home,6,0.5,0.16666666666666666,0.3333333333333333,58.0,26.0,9.0,93.0,0.6236559139784946,0.27956989247311825,0.0967741935483871
Mallorca,1,La Liga,away,4,0.25,0.0,0.75,3.0,0.0,58.0,61.0,0.04918032786885246,0.0,0.9508196721311475
Mallorca,1,La Liga,home,4,0.25,0.5,0.25,18.0,32.0,9.0,59.0,0.3050847457627119,0.5423728813559322,0.15254237288135594
Mallorca,2,La Liga,away,5,0.2,0.4,0.4,11.0,37.0,39.0,87.0,0.12643678160919541,0.42528735632183906,0.4482758620689655
Mallorca,2,La Liga,home,4,0.5,0.25,0.25,22.0,12.0,25.0,59.0,0.3728813559322034,0.2033898305084746,0.423728813559322
Mallorca,all,La Liga,away,14,0.21428571428571427,0.21428571428571427,0.5714285714285714,27.0,38.0,139.0,204.0,0.1323529411764706,0.18627450980392157,0.6813725490196079
Mallorca,all,La Liga,home,14,0.42857142857142855,0.2857142857142857,0.2857142857142857,98.0,70.0,43.0,211.0,0.46445497630331756,0.33175355450236965,0.2037914691943128
Man City,0,Premier League,away,5,0.2,0.4,0.4,12.0,9.0,42.0,63.0,0.19047619047619047,0.14285714285714285,0.6666666666666666
Man City,0,Premier League,home,5,1.0,0.0,0.0,78.0,0.0,0.0,78.0,1.0,0.0,0.0
Man City,1,Premier League,away,5,0.8,0.0,0.2,55.0,0.0,11.0,66.0,0.8333333333333334,0.0,0.16666666666666666
Man City,1,Premier League,home,5,0.8,0.0,0.2,69.0,0.0,16.0,85.0,0.8117647058823529,0.0,0.18823529411764706
Man City,2,Premier League,away,5,0.8,0.2,0.0,87.0,24.0,0.0,111.0,0.7837837837837838,0.21621621621621623,0.0
Man City,2,Premier League,home,4,0.75,0.25,0.0,17.0,18.0,0.0,35.0,0.4857142857142857,0.5142857142857142,0.0
Man City,all,Premier League,away,15,0.6,0.2,0.2,154.0,33.0,53.0,240.0,0.6416666666666667,0.1375,0.22083333333333333
Man City,all,Premier League,home,14,0.8571428571428571,0.07142857142857142,0.07142857142857142,164.0,18.0,16.0,198.0,0.8282828282828283,0.09090909090909091,0.08080808080808081
Man United,0,Premier League,away,4,0.0,0.0,1.0,0.0,0.0,74.0,74.0,0.0,0.0,1.0
Man United,0,Premier League,home,5,0.6,0.2,0.2,38.0,11.0,1.0,50.0,0.76,0.22,0.02
Man United,1,Premier League,away,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,34.0,20.0,28.0,82.0,0.4146341463414634,0.24390243902439024,0.34146341463414637
