main_team,team_group,competition,away_home,n_matches,avg_win,avg_draw,avg_loss,win_streak_weighted,draw_streak_weighted,loss_streak_weighted,tot_giornata,win_streak_weighted_ratio,draw_streak_weighted_ratio,loss_streak_weighted_ratio
Ath Bilbao,1,La Liga,home,5,0.4,0.4,0.2,27.0,17.0,24.0,68.0,0.39705882352941174,0.25,0.35294117647058826
Ath Bilbao,2,La Liga,away,5,0.8,0.2,0.0,83.0,10.0,0.0,93.0,0.8924731182795699,0.10752688172043011,0.0
Ath Bilbao,2,La Liga,home,5,0.6,0.2,0.2,23.0,28.0,4.0,55.0,0.41818181818181815,0.509090909090909,0.07272727272727272
Ath Bilbao,all,La Liga,away,14,0.35714285714285715,0.2857142857142857,0.35714285714285715,86.0,58.0,83.0,227.0,0.3788546255506608,0.2555066079295154,0.3656387665198238
Ath Bilbao,all,La Liga,home,14,0.42857142857142855,0.21428571428571427,0.35714285714285715,62.0,45.0,81.0,188.0,0.32978723404255317,0.2393617021276596,0.4308510638297872
Ath Madrid,0,La Liga,away,4,0.5,0.5,0.0,20.0,28.0,0.0,48.0,0.4166666666666667,0.5833333333333334,0.0
Ath Madrid,0,La Liga,home,5,0.4,0.0,0.6,51.0,0.0,24.0,75.0,0.68,0.0,0.32
Ath Madrid,1,La Liga,away,7,0.7142857142857143,0.0,0.2857142857142857,103.0,0.0,26.0,129.0,0.7984496124031008,0.0,0.20155038759689922
Ath Madrid,1,La Liga,home,4,0.75,0.25,0.0,38.0,10.0,0.0,48.0,0.7916666666666666,0.20833333333333334,0.0
Ath Madrid,2,La Liga,away,3,0.6666666666666666,0.3333333333333333,0.0,4.0,17.0,0.0,21.0,0.19047619047619047,0.8095238095238095,0.0
Ath Madrid,2,La Liga,home,5,0.6,0.4,0.0,60.0,34.0,0.0,94.0,0.6382978723404256,0.3617021276595745,0.0
Ath Madrid,all,La Liga,away,14,0.6428571428571429,0.21428571428571427,0.14285714285714285,127.0,45.0,26.0,198.0,0.6414141414141414,0.22727272727272727,0.13131313131313133
Ath Madrid,all,La Liga,home,14,0.5714285714285714,0.21428571428571427,0.21428571428571427,149.0,44.0,24.0,217.0,0.6866359447004609,0.20276497695852536,0.11059907834101383
Augsburg,0,Bundesliga,away,5,0.2,0.2,0.6,2.0,14.0,58.0,74.0,0.02702702702702703,0.1891891891891892,0.7837837837837838
Augsburg,0,Bundesliga,home,5,0.4,0.2,0.4,26.0,11.0,14.0,51.0,0.5098039215686274,0.21568627450980393,0.27450980392156865
Augsburg,1,Bundesliga,away,5,0.2,0.2,0.6,6.0,26.0,34.0,66.0,0.09090909090909091,0.3939393939393939,0.5151515151515151
Augsburg,1,Bundesliga,home,6,0.5,0.16666666666666666,0.3333333333333333,61.0,9.0,30.0,100.0,0.61,0.09,0.3
Augsburg,2,Bundesliga,away,3,0.3333333333333333,0.0,0.6666666666666666,8.0,0.0,34.0,42.0,0.19047619047619047,0.0,0.8095238095238095
Augsburg,2,Bundesliga,home,3,0.0,0.3333333333333333,0.6666666666666666,0.0,25.0,20.0,45.0,0.0,0.5555555555555556,0.4444444444444444
Augsburg,all,Bundesliga,away,13,0.23076923076923078,0.15384615384615385,0.6153846153846154,16.0,40.0,126.0,182.0,0.08791208791208792,0.21978021978021978,0.6923076923076923
Augsburg,all,Bundesliga,home,14,0.35714285714285715,0.21428571428571427,0.42857142857142855,87.0,45.0,64.0,196.0,0.44387755102040816,0.22959183673469388,0.32653061224489793
Barcelona,0,La Liga,away,6,0.8333333333333334,0.0,0.16666666666666666,86.0,0.0,9.0,95.0,0.9052631578947369,0.0,0.09473684210526316
Barcelona,0,La Liga,home,3,1.0,0.0,0.0,48.0,0.0,0.0,48.0,1.0,0.0,0.0
Barcelona,1,La Liga,away,5,1.0,0.0,0.0,49.0,0.0,0.0,49.0,1.0,0.0,0.0
Barcelona,1,La Liga,home,5,0.6,0.4,0.0,52.0,30.0,0.0,82.0,0.6341463414634146,0.36585365853658536,0.0
Barcelona,2,La Liga,away,3,0.6666666666666666,0.0,0.3333333333333333,40.0,0.0,24.0,64.0,0.625,0.0,0.375
Barcelona,2,La Liga,home,6,0.8333333333333334,0.16666666666666666,0.0,65.0,15.0,0.0,80.0,0.8125,0.1875,0.0
Barcelona,all,La Liga,away,14,0.8571428571428571,0.0,0.14285714285714285,175.0,0.0,33.0,208.0,0.8413461538461539,0.0,0.15865384615384615
Barcelona,all,La Liga,home,14,0.7857142857142857,0.21428571428571427,0.0,165.0,45.0,0.0,210.0,0.7857142857142857,0.21428571428571427,0.0
Bayern Munich,0,Bundesliga,away,6,0.3333333333333333,0.5,0.16666666666666666,28.0,30.0,25.0,83.0,0.3373493975903614,0.3614457831325301,0.30120481927710846
Bayern Munich,0,Bundesliga,home,5,0.8,0.2,0.0,66.0,18.0,0.0,84.0,0.7857142857142857,0.21428571428571427,0.0
Bayern Munich,1,Bundesliga,away,4,0.5,0.0,0.5,30.0,0.0,28.0,58.0,0.5172413793103449,0.0,0.4827586206896552
Bayern Munich,1,Bundesliga,home,6,0.6666666666666666,0.3333333333333333,0.0,52.0,21.0,0.0,73.0,0.7123287671232876,0.2876712328767123,0.0
Bayern Munich,2,Bundesliga,away,4,1.0,0.0,0.0,54.0,0.0,0.0,54.0,1.0,0.0,0.0
Bayern Munich,2,Bundesliga,home,2,0.5,0.5,0.0,20.0,6.0,0.0,26.0,0.7692307692307693,0.23076923076923078,0.0
Bayern Munich,all,Bundesliga,away,14,0.5714285714285714,0.21428571428571427,0.21428571428571427,112.0,30.0,53.0,195.0,0.5743589743589743,0.15384615384615385,0.2717948717948718
Bayern Munich,all,Bundesliga,home,13,0.6923076923076923,0.3076923076923077,0.0,138.0,45.0,0.0,183.0,0.7540983606557377,0.2459016393442623,0.0
Betis,0,La Liga,away,4,0.25,0.25,0.5,12.0,26.0,32.0,70.0,0.17142857142857143,0.37142857142857144,0.45714285714285713
Betis,0,La Liga,home,5,0.2,0.4,0.4,5.0,40.0,31.0,76.0,0.06578947368421052,0.5263157894736842,0.40789473684210525
Betis,1,La Liga,away,4,0.5,0.25,0.25,18.0,10.0,7.0,35.0,0.5142857142857142,0.2857142857142857,0.2
Betis,1,La Liga,home,6,0.5,0.16666666666666666,0.3333333333333333,36.0,13.0,50.0,99.0,0.36363636363636365,0.13131313131313133,0.5050505050505051
Betis,2,La Liga,away,6,0.5,0.16666666666666666,0.3333333333333333,65.0,8.0,32.0,105.0,0.6190476190476191,0.0761904761904762,0.3047619047619048
Betis,2,La Liga,home,3,1.0,0.0,0.0,33.0,0.0,0.0,33.0,1.0,0.0,0.0
Betis,all,La Liga,away,14,0.42857142857142855,0.21428571428571427,0.35714285714285715,95.0,44.0,71.0,210.0,0.4523809523809524,0.20952380952380953,0.3380952380952381
Betis,all,La Liga,home,14,0.5,0.21428571428571427,0.2857142857142857,74.0,53.0,81.0,208.0,0.3557692307692308,0.2548076923076923,0.3894230769230769
Bochum,0,Bundesliga,away,6,0.0,0.16666666666666666,0.8333333333333334,0.0,26.0,62.0,88.0,0.0,0.29545454545454547,0.7045454545454546
Bochum,0,Bundesliga,home,5,0.6,0.0,0.4,45.0,0.0,24.0,69.0,0.6521739130434783,0.0,0.34782608695652173
Bochum,1,Bundesliga,away,6,0.3333333333333333,0.0,0.6666666666666666,39.0,0.0,54.0,93.0,0.41935483870967744,0.0,0.5806451612903226
Bochum,1,Bundesliga,home,5,0.4,0.2,0.4,33.0,7.0,6.0,46.0,0.717391304347826,0.15217391304347827,0.13043478260869565
Bochum,2,Bundesliga,away,2,0.0,0.0,1.0,0.0,0.0,16.0,16.0,0.0,0.0,1.0
Bochum,2,Bundesliga,home,3,0.3333333333333333,0.0,0.6666666666666666,16.0,0.0,50.0,66.0,0.24242424242424243,0.0,0.7575757575757576
Bochum,all,Bundesliga,away,14,0.14285714285714285,0.07142857142857142,0.7857142857142857,39.0,26.0,132.0,197.0,0.19796954314720813,0.1319796954314721,0.6700507614213198
Bochum,all,Bundesliga,home,13,0.46153846153846156,0.07692307692307693,0.46153846153846156,94.0,7.0,80.0,181.0,0.5193370165745856,0.03867403314917127,0.4419889502762431
Bologna,0,Serie A,away,7,0.14285714285714285,0.0,0.8571428571428571,29.0,0.0,52.0,81.0,0.35802469135802467,0.0,0.6419753086419753
Bologna,0,Serie A,home,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.0,26.0,17.0,67.0,0.3582089552238806,0.3880597014925373,0.2537313432835821
Bologna,1,Serie A,away,4,0.75,0.0,0.25,51.0,0.0,25.0,76.0,0.6710526315789473,0.0,0.32894736842105265
Bologna,1,Serie A,home,6,0.6666666666666666,0.0,0.3333333333333333,62.0,0.0,29.0,91.0,0.6813186813186813,0.0,0.31868131868131866
Bologna,2,Serie A,away,3,0.3333333333333333,0.6666666666666666,0.0,23.0,32.0,0.0,55.0,0.41818181818181815,0.5818181818181818,0.0
Bologna,2,Serie A,home,6,0.3333333333333333,0.6666666666666666,0.0,31.0,34.0,0.0,65.0,0.47692307692307695,0.5230769230769231,0.0
Bologna,all,Serie A,away,14,0.35714285714285715,0.14285714285714285,0.5,103.0,32.0,77.0,212.0,0.4858490566037736,0.1509433962264151,0.3632075471698113
Bologna,all,Serie A,home,15,0.4666666666666667,0.3333333333333333,0.2,117.0,60.0,46.0,223.0,0.5246636771300448,0.26905829596412556,0.2062780269058296
Bournemouth,0,Premier League,away,6,0.0,0.16666666666666666,0.8333333333333334,0.0,8.0,97.0,105.0,0.0,0.0761904761904762,0.9238095238095239
Bournemouth,0,Premier League,home,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,23.0,49.0,73.0,0.0136986301369863,0.3150684931506849,0.6712328767123288
Bournemouth,1,Premier League,away,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,24.0,11.0,54.0,89.0,0.2696629213483146,0.12359550561797752,0.6067415730337079
Bournemouth,1,Premier League,home,5,0.4,0.4,0.2,56.0,14.0,18.0,88.0,0.6363636363636364,0.1590909090909091,0.20454545454545456
Bournemouth,2,Premier League,away,3,0.6666666666666666,0.0,0.3333333333333333,37.0,0.0,15.0,52.0,0.7115384615384616,0.0,0.28846153846153844
Bournemouth,2,Premier League,home,4,0.5,0.25,0.25,26.0,21.0,12.0,59.0,0.4406779661016949,0.3559322033898305,0.2033898305084746
Bournemouth,all,Premier League,away,15,0.2,0.13333333333333333,0.6666666666666666,61.0,19.0,166.0,246.0,0.24796747967479674,0.07723577235772358,0.6747967479674797
Bournemouth,all,Premier League,home,15,0.3333333333333333,0.26666666666666666,0.4,83.0,58.0,79.0,220.0,0.37727272727272726,0.2636363636363636,0.35909090909090907
Brentford,0,Premier League,away,6,0.16666666666666666,0.3333333333333333,0.5,16.0,52.0,48.0,116.0,0.13793103448275862,0.4482758620689655,0.41379310344827586
Brentford,0,Premier League,home,5,0.4,0.2,0.4,13.0,17.0,39.0,69.0,0.18840579710144928,0.2463768115942029,0.5652173913043478
Brentford,1,Premier League,away,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,18.0,5.0,3.0,26.0,0.6923076923076923,0.19230769230769232,0.11538461538461539
Brentford,1,Premier League,home,5,0.4,0.6,0.0,45.0,50.0,0.0,95.0,0.47368421052631576,0.5263157894736842,0.0
Brentford,2,Premier League,away,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,7.0,46.0,27.0,80.0,0.0875,0.575,0.3375
Brentford,2,Premier League,home,5,0.6,0.4,0.0,48.0,32.0,0.0,80.0,0.6,0.4,0.0
Brentford,all,Premier League,away,15,0.2,0.4666666666666667,0.3333333333333333,41.0,103.0,78.0,222.0,0.18468468468468469,0.46396396396396394,0.35135135135135137
Brentford,all,Premier League,home,15,0.4666666666666667,0.4,0.13333333333333333,106.0,99.0,39.0,244.0,0.4344262295081967,0.4057377049180328,0.1598360655737705
Brighton,0,Premier League,away,3,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,44.0,45.0,0.022222222222222223,0.0,0.9777777777777777
Brighton,0,Premier League,home,4,0.0,0.25,0.75,0.0,2.0,44.0,46.0,0.0,0.043478260869565216,0.9565217391304348
Brighton,1,Premier League,away,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,18.0,32.0,16.0,66.0,0.2727272727272727,0.48484848484848486,0.24242424242424243
Brighton,1,Premier League,home,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,68.0,29.0,24.0,121.0,0.5619834710743802,0.2396694214876033,0.19834710743801653
Brighton,2,Premier League,away,5,0.6,0.4,0.0,43.0,48.0,0.0,91.0,0.4725274725274725,0.5274725274725275,0.0
Brighton,2,Premier League,home,4,0.75,0.25,0.0,32.0,12.0,0.0,44.0,0.7272727272727273,0.2727272727272727,0.0
Brighton,all,Premier League,away,14,0.42857142857142855,0.2857142857142857,0.2857142857142857,62.0,80.0,60.0,202.0,0.3069306930693069,0.39603960396039606,0.297029702970297
Brighton,all,Premier League,home,14,0.5,0.21428571428571427,0.2857142857142857,100.0,43.0,68.0,211.0,0.47393364928909953,0.2037914691943128,0.3222748815165877
Cadiz,0,La Liga,away,5,0.2,0.2,0.6,29.0,25.0,58.0,112.0,0.25892857142857145,0.22321428571428573,0.5178571428571429
Cadiz,0,La Liga,home,6,0.16666666666666666,0.3333333333333333,0.5,12.0,17.0,9.0,38.0,0.3157894736842105,0.4473684210526316,0.23684210526315788
Cadiz,1,La Liga,away,5,0.0,0.2,0.8,0.0,9.0,35.0,44.0,0.0,0.20454545454545456,0.7954545454545454
Cadiz,1,La Liga,home,4,0.75,0.0,0.25,65.0,0.0,28.0,93.0,0.6989247311827957,0.0,0.3010752688172043
Cadiz,2,La Liga,away,4,0.5,0.5,0.0,22.0,40.0,0.0,62.0,0.3548387096774194,0.6451612903225806,0.0
Cadiz,2,La Liga,home,4,0.0,1.0,0.0,0.0,66.0,0.0,66.0,0.0,1.0,0.0
Cadiz,all,La Liga,away,14,0.21428571428571427,0.2857142857142857,0.5,51.0,74.0,93.0,218.0,0.23394495412844038,0.3394495412844037,0.42660550458715596
Cadiz,all,La Liga,home,14,0.2857142857142857,0.42857142857142855,0.2857142857142857,77.0,83.0,37.0,197.0,0.39086294416243655,0.4213197969543147,0.18781725888324874
Celta,0,La Liga,away,4,0.25,0.25,0.5,21.0,23.0,13.0,57.0,0.3684210526315789,0.40350877192982454,0.22807017543859648
Celta,0,La Liga,home,6,0.3333333333333333,0.16666666666666666,0.5,26.0,17.0,33.0,76.0,0.34210526315789475,0.2236842105263158,0.4342105263157895
Celta,1,La Liga,away,5,0.2,0.6,0.2,3.0,68.0,18.0,89.0,0.033707865168539325,0.7640449438202247,0.20224719101123595
Celta,1,La Liga,home,4,0.5,0.25,0.25,30.0,15.0,13.0,58.0,0.5172413793103449,0.25862068965517243,0.22413793103448276
Celta,2,La Liga,away,5,0.4,0.0,0.6,43.0,0.0,28.0,71.0,0.6056338028169014,0.0,0.39436619718309857
Celta,2,La Liga,home,4,0.25,0.75,0.0,24.0,40.0,0.0,64.0,0.375,0.625,0.0
Celta,all,La Liga,away,14,0.2857142857142857,0.2857142857142857,0.42857142857142855,67.0,91.0,59.0,217.0,0.3087557603686636,0.41935483870967744,0.271889400921659
Celta,all,La Liga,home,14,0.35714285714285715,0.35714285714285715,0.2857142857142857,80.0,72.0,46.0,198.0,0.40404040404040403,0.36363636363636365,0.23232323232323232
Chelsea,0,Premier League,away,4,0.25,0.0,0.75,11.0,0.0,55.0,66.0,0.16666666666666666,0.0,0.8333333333333334
Chelsea,0,Premier League,home,5,0.0,0.4,0.6,0.0,15.0,63.0,78.0,0.0,0.19230769230769232,0.8076923076923077
Chelsea,1,Premier League,away,6,0.16666666666666666,0.5,0.3333333333333333,9.0,56.0,38.0,103.0,0.08737864077669903,0.5436893203883495,0.36893203883495146
Chelsea,1,Premier League,home,5,0.6,0.4,0.0,36.0,54.0,0.0,90.0,0.4,0.6,0.0
Chelsea,2,Premier League,away,5,0.4,0.2,0.4,28.0,18.0,8.0,54.0,0.5185185185185185,0.3333333333333333,0.14814814814814814
Chelsea,2,Premier League,home,5,0.6,0.2,0.2,47.0,28.0,24.0,99.0,0.47474747474747475,0.2828282828282828,0.24242424242424243
Chelsea,all,Premier League,away,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,48.0,74.0,101.0,223.0,0.21524663677130046,0.33183856502242154,0.452914798206278
Chelsea,all,Premier League,home,15,0.4,0.3333333333333333,0.26666666666666666,83.0,97.0,87.0,267.0,0.31086142322097376,0.36329588014981273,0.3258426966292135
Cremonese,0,Serie A,away,4,0.0,0.25,0.75,0.0,6.0,28.0,34.0,0.0,0.17647058823529413,0.8235294117647058
Cremonese,0,Serie A,home,7,0.14285714285714285,0.14285714285714285,0.7142857142857143,24.0,14.0,80.0,118.0,0.2033898305084746,0.11864406779661017,0.6779661016949152
Cremonese,1,Serie A,away,6,0.0,0.5,0.5,0.0,69.0,41.0,110.0,0.0,0.6272727272727273,0.37272727272727274
Cremonese,1,Serie A,home,5,0.0,0.4,0.6,0.0,17.0,47.0,64.0,0.0,0.265625,0.734375
Cremonese,2,Serie A,away,5,0.2,0.6,0.2,29.0,31.0,17.0,77.0,0.37662337662337664,0.4025974025974026,0.22077922077922077
Cremonese,2,Serie A,home,2,0.0,0.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,1.0
Cremonese,all,Serie A,away,15,0.06666666666666667,0.4666666666666667,0.4666666666666667,29.0,106.0,86.0,221.0,0.13122171945701358,0.4796380090497738,0.3891402714932127
Cremonese,all,Serie A,home,14,0.07142857142857142,0.21428571428571427,0.7142857142857143,24.0,31.0,159.0,214.0,0.11214953271028037,0.14485981308411214,0.7429906542056075
Crystal Palace,0,Premier League,away,6,0.0,0.16666666666666666,0.8333333333333334,0.0,6.0,88.0,94.0,0.0,0.06382978723404255,0.9361702127659575
Crystal Palace,0,Premier League,home,7,0.14285714285714285,0.42857142857142855,0.42857142857142855,3.0,51.0,47.0,101.0,0.0297029702970297,0.504950495049505,0.46534653465346537
Crystal Palace,1,Premier League,away,4,0.25,0.5,0.25,15.0,26.0,20.0,61.0,0.2459016393442623,0.4262295081967213,0.32786885245901637
Crystal Palace,1,Premier League,home,5,0.2,0.4,0.4,12.0,30.0,26.0,68.0,0.17647058823529413,0.4411764705882353,0.38235294117647056
Crystal Palace,2,Premier League,away,5,0.4,0.2,0.4,49.0,11.0,29.0,89.0,0.550561797752809,0.12359550561797752,0.3258426966292135
Crystal Palace,2,Premier League,home,3,1.0,0.0,0.0,53.0,0.0,0.0,53.0,1.0,0.0,0.0
Crystal Palace,all,Premier League,away,15,0.2,0.26666666666666666,0.5333333333333333,64.0,43.0,137.0,244.0,0.26229508196721313,0.1762295081967213,0.5614754098360656
Crystal Palace,all,Premier League,home,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,68.0,81.0,73.0,222.0,0.3063063063063063,0.36486486486486486,0.32882882882882886
Dortmund,0,Bundesliga,away,6,0.5,0.0,0.5,32.0,0.0,42.0,74.0,0.43243243243243246,0.0,0.5675675675675675
Dortmund,0,Bundesliga,home,5,0.8,0.2,0.0,70.0,9.0,0.0,79.0,0.8860759493670886,0.11392405063291139,0.0
Dortmund,1,Bundesliga,away,6,0.5,0.0,0.5,59.0,0.0,37.0,96.0,0.6145833333333334,0.0,0.3854166666666667
Dortmund,1,Bundesliga,home,4,0.75,0.0,0.25,46.0,0.0,3.0,49.0,0.9387755102040817,0.0,0.061224489795918366
Dortmund,2,Bundesliga,away,2,0.5,0.5,0.0,4.0,24.0,0.0,28.0,0.14285714285714285,0.8571428571428571,0.0
Dortmund,2,Bundesliga,home,4,1.0,0.0,0.0,52.0,0.0,0.0,52.0,1.0,0.0,0.0
Dortmund,all,Bundesliga,away,14,0.5,0.07142857142857142,0.42857142857142855,95.0,24.0,79.0,198.0,0.4797979797979798,0.12121212121212122,0.398989898989899
Dortmund,all,Bundesliga,home,13,0.8461538461538461,0.07692307692307693,0.07692307692307693,168.0,9.0,3.0,180.0,0.9333333333333333,0.05,0.016666666666666666
Ein Frankfurt,0,Bundesliga,away,5,0.0,0.4,0.6,0.0,35.0,74.0,109.0,0.0,0.3211009174311927,0.6788990825688074
Ein Frankfurt,0,Bundesliga,home,5,0.6,0.0,0.4,23.0,0.0,13.0,36.0,0.6388888888888888,0.0,0.3611111111111111
Ein Frankfurt,1,Bundesliga,away,6,0.5,0.3333333333333333,0.16666666666666666,28.0,38.0,20.0,86.0,0.32558139534883723,0.4418604651162791,0.23255813953488372
Ein Frankfurt,1,Bundesliga,home,4,0.5,0.25,0.25,35.0,3.0,6.0,44.0,0.7954545454545454,0.06818181818181818,0.13636363636363635
Ein Frankfurt,2,Bundesliga,away,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.0,2.0,9.0,18.0,0.3888888888888889,0.1111111111111111,0.5
Ein Frankfurt,2,Bundesliga,home,4,0.5,0.5,0.0,35.0,50.0,0.0,85.0,0.4117647058823529,0.5882352941176471,0.0
Ein Frankfurt,all,Bundesliga,away,14,0.2857142857142857,0.35714285714285715,0.35714285714285715,35.0,75.0,103.0,213.0,0.1643192488262911,0.352112676056338,0.4835680751173709
Ein Frankfurt,all,Bundesliga,home,13,0.5384615384615384,0.23076923076923078,0.23076923076923078,93.0,53.0,19.0,165.0,0.5636363636363636,0.3212121212121212,0.11515151515151516
Elche,0,La Liga,away,6,0.0,0.0,1.0,0.0,0.0,75.0,75.0,0.0,0.0,1.0
Elche,0,La Liga,home,6,0.16666666666666666,0.0,0.8333333333333334,21.0,0.0,70.0,91.0,0.23076923076923078,0.0,0.7692307692307693
Elche,1,La Liga,away,5,0.2,0.2,0.6,25.0,17.0,55.0,97.0,0.25773195876288657,0.17525773195876287,0.5670103092783505
Elche,1,La Liga,home,4,0.0,0.5,0.5,0.0,26.0,30.0,56.0,0.0,0.4642857142857143,0.5357142857142857
Elche,2,La Liga,away,3,0.0,0.6666666666666666,0.3333333333333333,0.0,20.0,13.0,33.0,0.0,0.6060606060606061,0.3939393939393939
Elche,2,La Liga,home,4,0.0,0.5,0.5,0.0,28.0,35.0,63.0,0.0,0.4444444444444444,0.5555555555555556
