main_team,opponent_team,goal_fatti,no_goal,goal,tot_goals,goal_subiti,away_home,result,team_has_scored,giornata,goal_no_goal,team_has_conceded_goal,competition,position,playedGames,form,won,draw,lost,points,goalsFor,goalsAgainst,goalDifference,team_short_name,team_group
Cremonese,Inter,1,False,True,3,2,home,Loss,True,20.0,Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Atalanta,Sampdoria,2,True,False,2,0,home,Win,True,20.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Milan,Sassuolo,2,False,True,7,5,home,Loss,True,20.0,Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Juventus,Monza,0,True,False,2,2,home,Loss,False,20.0,No Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Lazio,Fiorentina,1,False,True,2,1,home,Draw,True,20.0,Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Napoli,Roma,2,False,True,3,1,home,Win,True,20.0,Goal,True,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Udinese,Verona,1,False,True,2,1,home,Draw,True,20.0,Goal,True,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Cremonese,Lecce,0,True,False,2,2,home,Loss,False,21.0,No Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Roma,Empoli,2,True,False,2,0,home,Win,True,21.0,No Goal,False,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Sassuolo,Atalanta,1,True,False,1,0,home,Win,True,21.0,No Goal,False,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Spezia,Napoli,0,True,False,3,3,home,Loss,False,21.0,No Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Torino,Udinese,1,True,False,1,0,home,Win,True,21.0,No Goal,False,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Fiorentina,Bologna,1,False,True,3,2,home,Loss,True,21.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Inter,Milan,1,True,False,1,0,home,Win,True,21.0,No Goal,False,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Verona,Lazio,1,False,True,2,1,home,Draw,True,21.0,Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Monza,Sampdoria,2,False,True,4,2,home,Draw,True,21.0,Goal,True,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Salernitana,Juventus,0,True,False,3,3,home,Loss,False,21.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Milan,Torino,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Empoli,Spezia,2,False,True,4,2,home,Draw,True,22.0,Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Lecce,Roma,1,False,True,2,1,home,Draw,True,22.0,Goal,True,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Lazio,Atalanta,0,True,False,2,2,home,Loss,False,22.0,No Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Udinese,Sassuolo,2,False,True,4,2,home,Draw,True,22.0,Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Bologna,Monza,0,True,False,1,1,home,Loss,False,22.0,No Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Juventus,Fiorentina,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Napoli,Cremonese,3,True,False,3,0,home,Win,True,22.0,No Goal,False,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Verona,Salernitana,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Sampdoria,Inter,0,True,False,0,0,home,Draw,False,22.0,No Goal,False,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Sassuolo,Napoli,0,True,False,2,2,home,Loss,False,23.0,No Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Sampdoria,Bologna,1,False,True,3,2,home,Loss,True,23.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Monza,Milan,0,True,False,1,1,home,Loss,False,23.0,No Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Inter,Udinese,3,False,True,4,1,home,Win,True,23.0,Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Atalanta,Lecce,1,False,True,3,2,home,Loss,True,23.0,Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Fiorentina,Empoli,1,False,True,2,1,home,Draw,True,23.0,Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Salernitana,Lazio,0,True,False,2,2,home,Loss,False,23.0,No Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Spezia,Juventus,0,True,False,2,2,home,Loss,False,23.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Roma,Verona,1,True,False,1,0,home,Win,True,23.0,No Goal,False,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Torino,Cremonese,2,False,True,4,2,home,Draw,True,23.0,Goal,True,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Empoli,Napoli,0,True,False,2,2,home,Loss,False,24.0,No Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Lecce,Sassuolo,0,True,False,1,1,home,Loss,False,24.0,No Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Bologna,Inter,1,True,False,1,0,home,Win,True,24.0,No Goal,False,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Salernitana,Monza,3,True,False,3,0,home,Win,True,24.0,No Goal,False,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Udinese,Spezia,2,False,True,4,2,home,Draw,True,24.0,Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Milan,Atalanta,2,True,False,2,0,home,Win,True,24.0,No Goal,False,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Verona,Fiorentina,0,True,False,3,3,home,Loss,False,24.0,No Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Lazio,Sampdoria,1,True,False,1,0,home,Win,True,24.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Cremonese,Roma,2,False,True,3,1,home,Win,True,24.0,Goal,True,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Juventus,Torino,4,False,True,6,2,home,Win,True,24.0,Goal,True,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Napoli,Lazio,0,True,False,1,1,home,Loss,False,25.0,No Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Monza,Empoli,2,False,True,3,1,home,Win,True,25.0,Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Atalanta,Udinese,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Fiorentina,Milan,2,False,True,3,1,home,Win,True,25.0,Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Spezia,Verona,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Sampdoria,Salernitana,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Inter,Lecce,2,True,False,2,0,home,Win,True,25.0,No Goal,False,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Roma,Juventus,1,True,False,1,0,home,Win,True,25.0,No Goal,False,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Sassuolo,Cremonese,3,False,True,5,2,home,Win,True,25.0,Goal,True,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Torino,Bologna,1,True,False,1,0,home,Win,True,25.0,No Goal,False,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Spezia,Inter,2,False,True,3,1,home,Win,True,26.0,Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Empoli,Udinese,0,True,False,1,1,home,Loss,False,26.0,No Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Napoli,Atalanta,2,True,False,2,0,home,Win,True,26.0,No Goal,False,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Bologna,Lazio,0,True,False,0,0,home,Draw,False,26.0,No Goal,False,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Lecce,Torino,0,True,False,2,2,home,Loss,False,26.0,No Goal,True,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Cremonese,Fiorentina,0,True,False,2,2,home,Loss,False,26.0,No Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Verona,Monza,1,False,True,2,1,home,Draw,True,26.0,Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Roma,Sassuolo,3,False,True,7,4,home,Loss,True,26.0,Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Juventus,Sampdoria,4,False,True,6,2,home,Win,True,26.0,Goal,True,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Milan,Salernitana,1,False,True,2,1,home,Draw,True,26.0,Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Sassuolo,Spezia,1,True,False,1,0,home,Win,True,27.0,No Goal,False,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Atalanta,Empoli,2,False,True,3,1,home,Win,True,27.0,Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Monza,Cremonese,1,False,True,2,1,home,Draw,True,27.0,Goal,True,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Salernitana,Bologna,2,False,True,4,2,home,Draw,True,27.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Udinese,Milan,3,False,True,4,1,home,Win,True,27.0,Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Sampdoria,Verona,3,False,True,4,1,home,Win,True,27.0,Goal,True,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Fiorentina,Lecce,1,True,False,1,0,home,Win,True,27.0,No Goal,False,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Torino,Napoli,0,True,False,4,4,home,Loss,False,27.0,No Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Lazio,Roma,1,True,False,1,0,home,Win,True,27.0,No Goal,False,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Inter,Juventus,0,True,False,1,1,home,Loss,False,27.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Cremonese,Atalanta,1,False,True,4,3,home,Loss,True,28.0,Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Inter,Fiorentina,0,True,False,1,1,home,Loss,False,28.0,No Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Juventus,Verona,1,True,False,1,0,home,Win,True,28.0,No Goal,False,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Bologna,Udinese,3,True,False,3,0,home,Win,True,28.0,No Goal,False,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Monza,Lazio,0,True,False,2,2,home,Loss,False,28.0,No Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Spezia,Salernitana,1,False,True,2,1,home,Draw,True,28.0,Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Roma,Sampdoria,3,True,False,3,0,home,Win,True,28.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Napoli,Milan,0,True,False,4,4,home,Loss,False,28.0,No Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Empoli,Lecce,1,True,False,1,0,home,Win,True,28.0,No Goal,False,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Sassuolo,Torino,1,False,True,2,1,home,Draw,True,28.0,Goal,True,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Udinese,Milan,2,False,True,6,4,away,Loss,True,1.0,Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Atalanta,Sampdoria,2,True,False,2,0,away,Win,True,1.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Inter,Lecce,2,False,True,3,1,away,Win,True,1.0,Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Torino,Monza,2,False,True,3,1,away,Win,True,1.0,Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Cremonese,Fiorentina,2,False,True,5,3,away,Loss,True,1.0,Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Bologna,Lazio,1,False,True,3,2,away,Loss,True,1.0,Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Roma,Salernitana,1,True,False,1,0,away,Win,True,1.0,No Goal,False,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Empoli,Spezia,0,True,False,1,1,away,Loss,False,1.0,No Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Napoli,Verona,5,False,True,7,2,away,Win,True,1.0,Goal,True,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Sassuolo,Juventus,0,True,False,3,3,away,Loss,False,1.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Lazio,Torino,0,True,False,0,0,away,Draw,False,2.0,No Goal,False,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Salernitana,Udinese,0,True,False,0,0,away,Draw,False,2.0,No Goal,False,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Spezia,Inter,0,True,False,3,3,away,Loss,False,2.0,No Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Lecce,Sassuolo,0,True,False,1,1,away,Loss,False,2.0,No Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Fiorentina,Empoli,0,True,False,0,0,away,Draw,False,2.0,No Goal,False,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Monza,Napoli,0,True,False,4,4,away,Loss,False,2.0,No Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Milan,Atalanta,1,False,True,2,1,away,Draw,True,2.0,Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Verona,Bologna,1,False,True,2,1,away,Draw,True,2.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Cremonese,Roma,0,True,False,1,1,away,Loss,False,2.0,No Goal,True,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Juventus,Sampdoria,0,True,False,0,0,away,Draw,False,2.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Udinese,Monza,2,False,True,3,1,away,Win,True,3.0,Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Inter,Lazio,1,False,True,4,3,away,Loss,True,3.0,Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Torino,Cremonese,2,False,True,3,1,away,Win,True,3.0,Goal,True,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Roma,Juventus,1,False,True,2,1,away,Draw,True,3.0,Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Bologna,Milan,0,True,False,2,2,away,Loss,False,3.0,No Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Sassuolo,Spezia,2,False,True,4,2,away,Draw,True,3.0,Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Sampdoria,Salernitana,0,True,False,4,4,away,Loss,False,3.0,No Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Atalanta,Verona,1,True,False,1,0,away,Win,True,3.0,No Goal,False,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Napoli,Fiorentina,0,True,False,0,0,away,Draw,False,3.0,No Goal,False,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Empoli,Lecce,1,False,True,2,1,away,Draw,True,3.0,Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Milan,Sassuolo,0,True,False,0,0,away,Draw,False,4.0,No Goal,False,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Cremonese,Inter,1,False,True,4,3,away,Loss,True,4.0,Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Monza,Roma,0,True,False,3,3,away,Loss,False,4.0,No Goal,True,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Verona,Empoli,1,False,True,2,1,away,Draw,True,4.0,Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Lazio,Sampdoria,1,False,True,2,1,away,Draw,True,4.0,Goal,True,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Fiorentina,Udinese,0,True,False,1,1,away,Loss,False,4.0,No Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Spezia,Juventus,0,True,False,2,2,away,Loss,False,4.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Lecce,Napoli,1,False,True,2,1,away,Draw,True,4.0,Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Torino,Atalanta,1,False,True,4,3,away,Loss,True,4.0,Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Salernitana,Bologna,1,False,True,2,1,away,Draw,True,4.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Juventus,Fiorentina,1,False,True,2,1,away,Draw,True,5.0,Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Inter,Milan,2,False,True,5,3,away,Loss,True,5.0,Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Napoli,Lazio,2,False,True,3,1,away,Win,True,5.0,Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Sassuolo,Cremonese,0,True,False,0,0,away,Draw,False,5.0,No Goal,False,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Bologna,Spezia,2,False,True,4,2,away,Draw,True,5.0,Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Sampdoria,Verona,1,False,True,3,2,away,Loss,True,5.0,Goal,True,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Roma,Udinese,0,True,False,4,4,away,Loss,False,5.0,No Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Atalanta,Monza,2,True,False,2,0,away,Win,True,5.0,No Goal,False,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Empoli,Salernitana,2,False,True,4,2,away,Draw,True,5.0,Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Lecce,Torino,0,True,False,1,1,away,Loss,False,5.0,No Goal,True,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Spezia,Napoli,0,True,False,1,1,away,Loss,False,6.0,No Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Torino,Inter,0,True,False,1,1,away,Loss,False,6.0,No Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Milan,Sampdoria,2,False,True,3,1,away,Win,True,6.0,Goal,True,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Cremonese,Atalanta,1,False,True,2,1,away,Draw,True,6.0,Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Fiorentina,Bologna,1,False,True,3,2,away,Loss,True,6.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Monza,Lecce,1,False,True,2,1,away,Draw,True,6.0,Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Udinese,Sassuolo,3,False,True,4,1,away,Win,True,6.0,Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Verona,Lazio,0,True,False,2,2,away,Loss,False,6.0,No Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Salernitana,Juventus,2,False,True,4,2,away,Draw,True,6.0,Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Roma,Empoli,2,False,True,3,1,away,Win,True,6.0,Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Lecce,Salernitana,2,False,True,3,1,away,Win,True,7.0,Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Empoli,Bologna,1,True,False,1,0,away,Win,True,7.0,No Goal,False,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Sampdoria,Spezia,1,False,True,3,2,away,Loss,True,7.0,Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Sassuolo,Torino,1,True,False,1,0,away,Win,True,7.0,No Goal,False,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Inter,Udinese,1,False,True,4,3,away,Loss,True,7.0,Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Lazio,Cremonese,4,True,False,4,0,away,Win,True,7.0,No Goal,False,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Verona,Fiorentina,0,True,False,2,2,away,Loss,False,7.0,No Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Juventus,Monza,0,True,False,1,1,away,Loss,False,7.0,No Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Atalanta,Roma,1,True,False,1,0,away,Win,True,7.0,No Goal,False,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Napoli,Milan,2,False,True,3,1,away,Win,True,7.0,Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Torino,Napoli,1,False,True,4,3,away,Loss,True,8.0,Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Roma,Inter,2,False,True,3,1,away,Win,True,8.0,Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Milan,Empoli,3,False,True,4,1,away,Win,True,8.0,Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Spezia,Lazio,0,True,False,4,4,away,Loss,False,8.0,No Goal,True,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Cremonese,Lecce,1,False,True,2,1,away,Draw,True,8.0,Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Monza,Sampdoria,3,True,False,3,0,away,Win,True,8.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Salernitana,Sassuolo,0,True,False,5,5,away,Loss,False,8.0,No Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Fiorentina,Atalanta,0,True,False,1,1,away,Loss,False,8.0,No Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Bologna,Juventus,0,True,False,3,3,away,Loss,False,8.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Udinese,Verona,2,False,True,3,1,away,Win,True,8.0,Goal,True,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Inter,Sassuolo,2,False,True,3,1,away,Win,True,9.0,Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
Juventus,Milan,0,True,False,2,2,away,Loss,False,9.0,No Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Sampdoria,Bologna,1,False,True,2,1,away,Draw,True,9.0,Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Empoli,Torino,1,False,True,2,1,away,Draw,True,9.0,Goal,True,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Spezia,Monza,0,True,False,2,2,away,Loss,False,9.0,No Goal,True,Serie A,13,29,,9,8,12,35,34,41,-7,Monza,1
Verona,Salernitana,1,False,True,3,2,away,Loss,True,9.0,Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Atalanta,Udinese,2,False,True,4,2,away,Draw,True,9.0,Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Napoli,Cremonese,4,False,True,5,1,away,Win,True,9.0,Goal,True,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Lecce,Roma,1,False,True,3,2,away,Loss,True,9.0,Goal,True,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Lazio,Fiorentina,4,True,False,4,0,away,Win,True,9.0,No Goal,False,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Monza,Empoli,0,True,False,1,1,away,Loss,False,10.0,No Goal,True,Serie A,14,29,,7,11,11,32,25,36,-11,Empoli,1
Juventus,Torino,1,True,False,1,0,away,Win,True,10.0,No Goal,False,Serie A,11,29,,10,8,11,38,30,35,-5,Torino,1
Sassuolo,Atalanta,1,False,True,3,2,away,Loss,True,10.0,Goal,True,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Salernitana,Inter,0,True,False,2,2,away,Loss,False,10.0,No Goal,True,Serie A,5,29,,16,3,10,51,48,33,15,Inter,0
Udinese,Lazio,0,True,False,0,0,away,Draw,False,10.0,No Goal,False,Serie A,2,29,,17,7,5,58,46,20,26,Lazio,0
Cremonese,Spezia,2,False,True,4,2,away,Draw,True,10.0,Goal,True,Serie A,17,29,,5,11,13,26,25,45,-20,Spezia,2
Bologna,Napoli,2,False,True,5,3,away,Loss,True,10.0,Goal,True,Serie A,1,29,,24,2,3,74,66,21,45,Napoli,0
Milan,Verona,2,False,True,3,1,away,Win,True,10.0,Goal,True,Serie A,18,29,,5,7,17,22,24,43,-19,Verona,2
Roma,Sampdoria,1,True,False,1,0,away,Win,True,10.0,No Goal,False,Serie A,20,29,,3,6,20,15,18,50,-32,Sampdoria,2
Fiorentina,Lecce,1,False,True,2,1,away,Draw,True,10.0,Goal,True,Serie A,16,29,,6,9,14,27,25,35,-10,Lecce,2
Empoli,Juventus,0,True,False,4,4,away,Loss,False,11.0,No Goal,True,Serie A,7,29,,18,5,6,44,47,24,23,Juventus,0
Spezia,Salernitana,0,True,False,1,1,away,Loss,False,11.0,No Goal,True,Serie A,15,29,,6,11,12,29,33,49,-16,Salernitana,2
Monza,Milan,1,False,True,5,4,away,Loss,True,11.0,Goal,True,Serie A,4,29,,15,7,7,52,48,36,12,Milan,0
Inter,Fiorentina,4,False,True,7,3,away,Win,True,11.0,Goal,True,Serie A,9,29,,11,8,10,41,34,32,2,Fiorentina,1
Torino,Udinese,2,False,True,3,1,away,Win,True,11.0,Goal,True,Serie A,10,29,,9,12,8,39,39,36,3,Udinese,1
Lecce,Bologna,0,True,False,2,2,away,Loss,False,11.0,No Goal,True,Serie A,8,29,,12,7,10,43,38,36,2,Bologna,1
Lazio,Atalanta,2,True,False,2,0,away,Win,True,11.0,No Goal,False,Serie A,6,29,,14,6,9,48,47,34,13,Atalanta,0
Napoli,Roma,1,True,False,1,0,away,Win,True,11.0,No Goal,False,Serie A,3,29,,16,5,8,53,39,26,13,Roma,0
Sampdoria,Cremonese,1,True,False,1,0,away,Win,True,11.0,No Goal,False,Serie A,19,29,,2,10,17,16,26,54,-28,Cremonese,2
Verona,Sassuolo,1,False,True,3,2,away,Loss,True,11.0,Goal,True,Serie A,12,29,,10,7,12,37,37,43,-6,Sassuolo,1
